dataset,aggregation,type_grouping,typed_test_mrr,relation,relation_name,num_test_samples,selected_stage,dependency_weight_source,dominant_rule_type,dominant_rule_support,dominant_rule_weight,dominant_rule_abs_delta,dominant_rule_impact,dominant_dep_type,dominant_dep_support,dominant_dep_weight,dominant_dep_abs_delta,dominant_dep_impact,rule_weight_B,rule_support_B,rule_abs_delta_B,rule_impact_B,rule_weight_U,rule_support_U,rule_abs_delta_U,rule_impact_U,rule_weight_Uc,rule_support_Uc,rule_abs_delta_Uc,rule_impact_Uc,rule_weight_Ud,rule_support_Ud,rule_abs_delta_Ud,rule_impact_Ud,dep_weight_BB,dep_support_BB,dep_abs_delta_BB,dep_impact_BB,dep_weight_BU,dep_support_BU,dep_abs_delta_BU,dep_impact_BU,dep_weight_UU,dep_support_UU,dep_abs_delta_UU,dep_impact_UU,dep_weight_B_Uc,dep_support_B_Uc,dep_abs_delta_B_Uc,dep_impact_B_Uc,dep_weight_B_Ud,dep_support_B_Ud,dep_abs_delta_B_Ud,dep_impact_B_Ud,dep_weight_Uc_Uc,dep_support_Uc_Uc,dep_abs_delta_Uc_Uc,dep_impact_Uc_Uc,dep_weight_Uc_Ud,dep_support_Uc_Ud,dep_abs_delta_Uc_Ud,dep_impact_Uc_Ud,dep_weight_Ud_Ud,dep_support_Ud_Ud,dep_abs_delta_Ud_Ud,dep_impact_Ud_Ud,rule_order_ud_lt_b_lt_uc
codex-m,structural_r3d6,r3d6,0.343299,13,P19,339,dependency,final,Uc,2186.000000,2.890798,1.890798,6319.283554,BB,266.000000,1.606671,0.606671,427.374513,1.232170,279.000000,0.232170,343.775514,,,,,2.890798,2186.000000,1.890798,6319.283554,1.649672,891.000000,0.649672,1469.857752,1.606671,266.000000,0.606671,427.374513,,,,,,,,,1.269709,46.000000,0.269709,58.406619,,,,,1.453276,137.000000,0.453276,199.098771,1.109787,55.000000,0.109787,61.038290,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,14,P1303,297,dependency,final,Uc,2238.000000,1.697336,0.697336,3798.637297,BB,1578.000000,1.176256,0.176256,1856.132284,0.745448,126.000000,0.254552,93.926448,,,,,1.697336,2238.000000,0.697336,3798.637297,1.139682,481.000000,0.139682,548.186802,1.176256,1578.000000,0.176256,1856.132284,,,,,,,,,1.165101,363.000000,0.165101,422.931590,,,,,1.167191,1399.000000,0.167191,1632.899929,1.149530,805.000000,0.149530,925.371811,1.102660,64.000000,0.102660,70.570246,False
codex-m,structural_r3d6,r3d6,0.343299,15,P108,259,dependency,final,Uc,1735.000000,2.651758,1.651758,4600.800477,Uc_Uc,248.000000,1.003281,0.003281,248.813738,1.232856,89.000000,0.232856,109.724148,,,,,2.651758,1735.000000,1.651758,4600.800477,1.918285,936.000000,0.918285,1795.514573,0.998139,6.000000,0.001861,5.988831,,,,,,,,,0.989255,33.000000,0.010745,32.645422,,,,,1.003281,248.000000,0.003281,248.813738,0.998270,53.000000,0.001730,52.908321,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,16,P135,19,dependency,final,Uc,179.000000,1.084867,0.084867,194.191229,Uc_Ud,28.000000,1.120238,0.120238,31.366658,0.946452,43.000000,0.053548,40.697436,,,,,1.084867,179.000000,0.084867,194.191229,0.931215,107.000000,0.068785,99.640016,1.099208,2.000000,0.099208,2.198415,,,,,,,,,,,,,,,,,1.115377,8.000000,0.115377,8.923014,1.120238,28.000000,0.120238,31.366658,,,,,True
codex-m,structural_r3d6,r3d6,0.343299,17,P264,169,dependency,final,Uc,1793.000000,2.005699,1.005699,3596.219024,BB,151.000000,1.001450,0.001450,151.218920,1.218406,146.000000,0.218406,177.887232,,,,,2.005699,1793.000000,1.005699,3596.219024,1.522610,877.000000,0.522610,1335.328795,1.001450,151.000000,0.001450,151.218920,,,,,,,,,0.993578,1.000000,0.006422,0.993578,,,,,1.003788,116.000000,0.003788,116.439396,0.997451,36.000000,0.002549,35.908250,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,18,P495,115,dependency,final,Uc,2157.000000,0.919649,0.080351,1983.683109,Uc_Uc,4278.000000,1.030577,0.030577,4408.807123,0.717210,155.000000,0.282790,111.167519,,,,,0.919649,2157.000000,0.080351,1983.683109,0.704519,331.000000,0.295481,233.195657,1.009403,831.000000,0.009403,838.813727,,,,,,,,,1.005783,222.000000,0.005783,223.283915,,,,,1.030577,4278.000000,0.030577,4408.807123,1.015152,508.000000,0.015152,515.697064,1.002024,11.000000,0.002024,11.022261,True
codex-m,structural_r3d6,r3d6,0.343299,19,P30,18,dependency,final,Uc,1001.000000,0.714172,0.285828,714.885772,Uc_Uc,2607.000000,1.007417,0.007417,2626.335337,0.707680,100.000000,0.292320,70.767980,,,,,0.714172,1001.000000,0.285828,714.885772,0.706573,95.000000,0.293427,67.124426,1.006911,522.000000,0.006911,525.607646,,,,,,,,,1.006175,7.000000,0.006175,7.043222,,,,,1.007417,2607.000000,0.007417,2626.335337,1.007043,270.000000,0.007043,271.901610,1.005853,11.000000,0.005853,11.064384,True
codex-m,structural_r3d6,r3d6,0.343299,20,P102,133,rule_only,trial,Uc,1029.000000,2.376880,1.376880,2445.809932,Uc_Ud,445.000000,1.000000,0.000000,445.000000,0.868395,80.000000,0.131605,69.471608,,,,,2.376880,1029.000000,1.376880,2445.809932,1.036705,357.000000,0.036705,370.103721,1.000000,298.000000,0.000000,298.000000,,,,,,,,,1.000000,72.000000,0.000000,72.000000,,,,,1.000000,373.000000,0.000000,373.000000,1.000000,445.000000,0.000000,445.000000,1.000000,34.000000,0.000000,34.000000,False
codex-m,structural_r3d6,r3d6,0.343299,21,P551,104,rule_only,trial,Uc,467.000000,1.766708,0.766708,825.052543,Uc_Ud,55.000000,1.000000,0.000000,55.000000,1.438681,157.000000,0.438681,225.872996,,,,,1.766708,467.000000,0.766708,825.052543,2.023027,381.000000,1.023027,770.773249,,,,,,,,,,,,,,,,,,,,,1.000000,52.000000,0.000000,52.000000,1.000000,55.000000,0.000000,55.000000,1.000000,3.000000,0.000000,3.000000,False
codex-m,structural_r3d6,r3d6,0.343299,22,P20,260,dependency,final,Uc,1735.000000,2.585106,1.585106,4485.159604,BB,816.000000,1.616254,0.616254,1318.863509,1.141485,261.000000,0.141485,297.927611,,,,,2.585106,1735.000000,1.585106,4485.159604,1.331074,623.000000,0.331074,829.258977,1.616254,816.000000,0.616254,1318.863509,,,,,,,,,1.272309,83.000000,0.272309,105.601672,,,,,1.767760,429.000000,0.767760,758.369212,1.701254,347.000000,0.701254,590.335311,1.104043,10.000000,0.104043,11.040428,False
codex-m,structural_r3d6,r3d6,0.343299,23,P737,71,dependency,final,Uc,495.000000,2.434640,1.434640,1205.146651,B_Uc,15.000000,1.078637,0.078637,16.179561,1.259933,46.000000,0.259933,57.956923,,,,,2.434640,495.000000,1.434640,1205.146651,2.311422,485.000000,1.311422,1121.039622,,,,,,,,,,,,,1.078637,15.000000,0.078637,16.179561,,,,,1.050304,1.000000,0.050304,1.050304,1.059900,8.000000,0.059900,8.479204,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,24,P119,91,rule_only,trial,Uc,744.000000,2.501805,1.501805,1861.342771,Uc_Uc,81.000000,1.000000,0.000000,81.000000,1.117212,53.000000,0.117212,59.212257,,,,,2.501805,744.000000,1.501805,1861.342771,1.479830,335.000000,0.479830,495.743016,1.000000,38.000000,0.000000,38.000000,,,,,,,,,1.000000,5.000000,0.000000,5.000000,,,,,1.000000,81.000000,0.000000,81.000000,1.000000,25.000000,0.000000,25.000000,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,25,P140,120,rule_only,trial,Uc,1108.000000,2.172659,1.172659,2407.305840,Uc_Ud,343.000000,1.000000,0.000000,343.000000,1.031125,99.000000,0.031125,102.081335,,,,,2.172659,1108.000000,1.172659,2407.305840,1.105877,440.000000,0.105877,486.585792,1.000000,76.000000,0.000000,76.000000,,,,,,,,,1.000000,1.000000,0.000000,1.000000,,,,,1.000000,154.000000,0.000000,154.000000,1.000000,343.000000,0.000000,343.000000,1.000000,27.000000,0.000000,27.000000,False
codex-m,structural_r3d6,r3d6,0.343299,26,P641,11,rule_only,trial,Uc,116.000000,1.316704,0.316704,152.737641,Uc_Ud,6.000000,1.000000,0.000000,6.000000,0.773465,10.000000,0.226535,7.734646,,,,,1.316704,116.000000,0.316704,152.737641,0.798162,83.000000,0.201838,66.247488,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,6.000000,0.000000,6.000000,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,27,P101,126,dependency,final,Uc,907.000000,2.591152,1.591152,2350.174411,Uc_Uc,303.000000,1.141606,0.141606,345.906497,0.937268,54.000000,0.062732,50.612445,,,,,2.591152,907.000000,1.591152,2350.174411,1.782889,447.000000,0.782889,796.951383,1.055301,14.000000,0.055301,14.774210,,,,,,,,,1.056842,3.000000,0.056842,3.170526,,,,,1.141606,303.000000,0.141606,345.906497,1.158730,208.000000,0.158730,241.015923,1.041595,5.000000,0.041595,5.207973,False
codex-m,structural_r3d6,r3d6,0.343299,28,P57,31,dependency,final,Ud,85.000000,0.962081,0.037919,81.776910,B_Uc,1.000000,1.013108,0.013108,1.013108,0.955355,16.000000,0.044645,15.285682,,,,,1.033686,52.000000,0.033686,53.751667,0.962081,85.000000,0.037919,81.776910,,,,,,,,,,,,,1.013108,1.000000,0.013108,1.013108,,,,,,,,,,,,,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,29,P3373,43,rule_only,trial,Uc,1226.000000,0.631144,0.368856,773.782054,B_Uc,1890.000000,1.000000,0.000000,1890.000000,0.930872,131.000000,0.069128,121.944245,,,,,0.631144,1226.000000,0.368856,773.782054,0.806883,214.000000,0.193117,172.673069,1.000000,142.000000,0.000000,142.000000,,,,,,,,,1.000000,1890.000000,0.000000,1890.000000,,,,,1.000000,1258.000000,0.000000,1258.000000,,,,,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,30,P40,15,rule_only,trial,Uc,91.000000,0.788321,0.211679,71.737229,BB,15.000000,1.000000,0.000000,15.000000,1.467931,40.000000,0.467931,58.717232,,,,,0.788321,91.000000,0.211679,71.737229,0.795380,23.000000,0.204620,18.293747,1.000000,15.000000,0.000000,15.000000,,,,,,,,,1.000000,6.000000,0.000000,6.000000,,,,,,,,,,,,,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,31,P451,20,rule_only,none,B,4.000000,1.000000,0.000000,4.000000,,,,,,1.000000,4.000000,0.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codex-m,structural_r3d6,r3d6,0.343299,32,P1050,20,dependency,final,Uc,128.000000,1.014580,0.014580,129.866240,Uc_Ud,2.000000,1.012050,0.012050,2.024100,0.986499,12.000000,0.013501,11.837989,,,,,1.014580,128.000000,0.014580,129.866240,0.987017,104.000000,0.012983,102.649726,,,,,,,,,,,,,,,,,,,,,,,,,1.012050,2.000000,0.012050,2.024100,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,33,P26,53,rule_only,trial,B,10.000000,1.000000,0.000000,10.000000,BB,3.000000,1.000000,0.000000,3.000000,1.000000,10.000000,0.000000,10.000000,,,,,,,,,,,,,1.000000,3.000000,0.000000,3.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codex-m,structural_r3d6,r3d6,0.343299,34,P407,1,rule_only,trial,Uc,16.000000,1.000000,0.000000,16.000000,Uc_Ud,1.000000,1.000000,0.000000,1.000000,1.000000,7.000000,0.000000,7.000000,,,,,1.000000,16.000000,0.000000,16.000000,1.000000,12.000000,0.000000,12.000000,,,,,,,,,,,,,,,,,,,,,,,,,1.000000,1.000000,0.000000,1.000000,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,35,P37,13,dependency,final,Uc,626.000000,0.870372,0.129628,544.852935,Uc_Uc,1725.000000,1.009963,0.009963,1742.185485,0.776972,111.000000,0.223028,86.243881,,,,,0.870372,626.000000,0.129628,544.852935,0.742646,124.000000,0.257354,92.088141,1.010024,1281.000000,0.010024,1293.841128,,,,,,,,,1.005569,4.000000,0.005569,4.022275,,,,,1.009963,1725.000000,0.009963,1742.185485,1.010134,417.000000,0.010134,421.225878,1.000520,17.000000,0.000520,17.008845,True
codex-m,structural_r3d6,r3d6,0.343299,36,P112,3,rule_only,none,B,4.000000,1.000000,0.000000,4.000000,,,,,,1.000000,4.000000,0.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codex-m,structural_r3d6,r3d6,0.343299,37,P131,12,rule_only,trial,B,68.000000,1.000000,0.000000,68.000000,BB,26.000000,1.000000,0.000000,26.000000,1.000000,68.000000,0.000000,68.000000,,,,,1.000000,14.000000,0.000000,14.000000,1.000000,14.000000,0.000000,14.000000,1.000000,26.000000,0.000000,26.000000,,,,,,,,,1.000000,4.000000,0.000000,4.000000,,,,,1.000000,1.000000,0.000000,1.000000,1.000000,6.000000,0.000000,6.000000,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,38,P749,1,rule_only,trial,Ud,15.000000,1.000000,0.000000,15.000000,Uc_Ud,3.000000,1.000000,0.000000,3.000000,1.000000,9.000000,0.000000,9.000000,,,,,1.000000,9.000000,0.000000,9.000000,1.000000,15.000000,0.000000,15.000000,1.000000,1.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,1.000000,3.000000,0.000000,3.000000,1.000000,1.000000,0.000000,1.000000,False
codex-m,structural_r3d6,r3d6,0.343299,39,P361,12,rule_only,trial,Uc,449.000000,0.832825,0.167175,373.938470,Uc_Uc,1135.000000,1.000000,0.000000,1135.000000,0.755168,50.000000,0.244832,37.758400,,,,,0.832825,449.000000,0.167175,373.938470,0.762869,51.000000,0.237131,38.906314,1.000000,86.000000,0.000000,86.000000,,,,,,,,,1.000000,33.000000,0.000000,33.000000,,,,,1.000000,1135.000000,0.000000,1135.000000,1.000000,334.000000,0.000000,334.000000,1.000000,17.000000,0.000000,17.000000,False
codex-m,structural_r3d6,r3d6,0.343299,40,P740,8,rule_only,none,B,16.000000,0.975825,0.024175,15.613197,,,,,,0.975825,16.000000,0.024175,15.613197,,,,,1.264471,6.000000,0.264471,7.586829,1.331112,7.000000,0.331112,9.317785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,41,P2348,14,rule_only,trial,Uc,68.000000,1.000000,0.000000,68.000000,BB,1.000000,1.000000,0.000000,1.000000,1.000000,22.000000,0.000000,22.000000,,,,,1.000000,68.000000,0.000000,68.000000,1.000000,36.000000,0.000000,36.000000,1.000000,1.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,42,P138,2,rule_only,none,B,24.000000,1.000000,0.000000,24.000000,,,,,,1.000000,24.000000,0.000000,24.000000,,,,,1.000000,6.000000,0.000000,6.000000,1.000000,2.000000,0.000000,2.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,43,P50,0,rule_only,none,Ud,6.000000,1.000000,0.000000,6.000000,,,,,,1.000000,3.000000,0.000000,3.000000,,,,,1.000000,5.000000,0.000000,5.000000,1.000000,6.000000,0.000000,6.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,44,P452,0,rule_only,none,Ud,6.000000,1.000000,0.000000,6.000000,,,,,,1.000000,3.000000,0.000000,3.000000,,,,,1.000000,1.000000,0.000000,1.000000,1.000000,6.000000,0.000000,6.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
codex-m,structural_r3d6,r3d6,0.343299,45,P2283,0,rule_only,none,B,6.000000,1.000000,0.000000,6.000000,,,,,,1.000000,6.000000,0.000000,6.000000,,,,,1.000000,2.000000,0.000000,2.000000,1.000000,4.000000,0.000000,4.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
WN18RR,structural_r2d3,r2d3,0.499230,0,_hypernym,1251,rule_only,trial,U,6454.000000,1.993764,0.993764,12867.754147,BB,319.000000,1.000000,0.000000,319.000000,0.354139,2422.000000,0.645861,857.723689,1.993764,6454.000000,0.993764,12867.754147,,,,,,,,,1.000000,319.000000,0.000000,319.000000,1.000000,10.000000,0.000000,10.000000,1.000000,122.000000,0.000000,122.000000,,,,,,,,,,,,,,,,,,,,,
WN18RR,structural_r2d3,r2d3,0.499230,1,_derivationally_related_form,1074,rule_only,trial,U,42983.000000,1.000000,0.000000,42983.000000,BU,21351.000000,1.000000,0.000000,21351.000000,1.000000,3366.000000,0.000000,3366.000000,1.000000,42983.000000,0.000000,42983.000000,,,,,,,,,1.000000,11983.000000,0.000000,11983.000000,1.000000,21351.000000,0.000000,21351.000000,1.000000,1449.000000,0.000000,1449.000000,,,,,,,,,,,,,,,,,,,,,
