dataset,selector,coverage,n,mrr_stage1,mrr_stage2,gain_pt
WN18RR,balanced5_global_rf_lodo,0.66,3996,0.3586124503802672,0.36077552746932373,0.006031795847475152
WN18RR,balanced5_global_rf_lodo,0.68,4117,0.37649852833962943,0.378597889653221,0.005576014660269246
WN18RR,balanced5_global_rf_lodo,0.7,4238,0.39354580893560653,0.39561128731811074,0.005248381092128884
WN18RR,balanced5_global_rf_lodo,0.72,4360,0.4099990108272264,0.4120115677937023,0.004908687370770215
WN18RR,balanced5_global_rf_lodo,0.74,4481,0.4209307205818122,0.42291256918666364,0.004708253657780492
WN18RR,balanced5_global_rf_lodo,0.76,4602,0.4336614108582346,0.43558645230233356,0.004439042524648995
WN18RR,balanced5_global_rf_lodo,0.78,4723,0.4461188674577505,0.4480211929961593,0.004264167416297315
WN18RR,balanced5_global_rf_lodo,0.8,4844,0.45916042509532007,0.4610090037467615,0.004025997342993248
WN18RR,balanced5_global_rf_lodo,0.82,4965,0.47189186076959905,0.4737253649103634,0.0038854328569559726
WN18RR,balanced5_global_rf_lodo,0.84,5086,0.4733721875388927,0.47519877618340833,0.003858673349636854
