dataset,aggregation,relation,relation_name,train_triple_count,valid_triple_count,test_triple_count,baseline_stage1_mrr,selected_config_stage1_mrr,final_test_mrr,gain_vs_baseline,rel_gain_pct,selected_stage1_gain_vs_baseline,stage2_gain_vs_selected_stage1,gain_bucket,selected_stage,dependency_stage_attempted,dependency_stage_accepted,valid_stage1_mrr,valid_stage2_mrr,selected_valid_mrr,num_relation_rules,num_relation_dependencies,num_relation_rule_types,num_relation_dependency_types,num_relation_dependency_type_source_pairs,parsed_total_rules,B_rule_count,Uc_rule_count,Ud_rule_count,Z_rule_count,B_ratio,Uc_ratio,Ud_ratio,filtered_synergy_count,filtered_redundancy_count,filtered_dep_total,filtered_dep_per_rule,dep_per_rule,stage1_headroom,relation_time_seconds,rule_weight_B,rule_weight_U,rule_weight_Uc,rule_weight_Ud,dep_weight_BB,dep_weight_BU,dep_weight_UU,dep_weight_B_Uc,dep_weight_B_Ud,dep_weight_Uc_Uc,dep_weight_Uc_Ud,dep_weight_Ud_Ud,stage1_bucket,dep_density_bucket
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,35,P159,842,49,32,0.345184,0.367703,0.368048,0.022864,6.623821,0.022519,0.000345,positive,dependency,True,True,0.376343,0.382042,0.382042,204,85,0,0,0,204,84,50,70,0,0.411765,0.245098,0.343137,85,0,85,0.416667,0.416667,0.654816,56.399827,,,,,,,,,,,,,"[0.2,0.4)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,36,P40,1678,92,84,0.464210,0.464993,0.465152,0.000943,0.203049,0.000784,0.000159,neutral,dependency,True,True,0.496345,0.496797,0.496797,257,238,0,0,0,257,66,145,46,0,0.256809,0.564202,0.178988,0,238,238,0.926070,0.926070,0.535790,139.218427,,,,,,,,,,,,,"[0.4,0.6)",Q3
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,37,P641,3024,166,185,0.549123,0.554300,0.550142,0.001019,0.185509,0.005177,-0.004158,neutral,dependency,True,True,0.576533,0.591711,0.591711,655,137,0,0,0,655,45,455,149,6,0.068702,0.694656,0.227481,100,37,137,0.209160,0.209160,0.450877,102.774545,,,,,,,,,,,,,"[0.4,0.6)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,38,P1050,702,36,35,0.314312,0.315487,0.314994,0.000682,0.216913,0.001175,-0.000493,neutral,dependency,True,True,0.296411,0.297235,0.297235,206,3,0,0,0,206,8,121,77,0,0.038835,0.587379,0.373786,3,0,3,0.014563,0.014563,0.685688,30.335704,,,,,,,,,,,,,"[0.2,0.4)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,39,P135,832,50,51,0.288187,0.302422,0.302422,0.014236,4.939708,0.014236,0.000000,positive,rule_only,True,False,0.224461,0.224144,0.224461,288,17,0,0,0,288,26,189,73,0,0.090278,0.656250,0.253472,17,0,17,0.059028,0.059028,0.711813,39.228343,,,,,,,,,,,,,"[0.2,0.4)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,40,P57,1533,76,78,0.295654,0.285759,0.300827,0.005173,1.749672,-0.009894,0.015067,neutral,dependency,True,True,0.281266,0.296161,0.296161,293,7,0,0,0,293,22,153,118,0,0.075085,0.522184,0.402730,7,0,7,0.023891,0.023891,0.704346,68.973454,,,,,,,,,,,,,"[0.2,0.4)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,41,P2283,132,6,6,0.521677,0.521677,0.521677,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.532080,0.532080,0.532080,52,8,0,0,0,52,14,16,22,0,0.269231,0.307692,0.423077,6,2,8,0.153846,0.153846,0.478323,28.012586,,,,,,,,,,,,,"[0.4,0.6)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,42,P112,265,13,15,0.102730,0.102730,0.102730,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.072485,,0.072485,4,0,0,0,0,4,3,0,1,0,0.750000,0.000000,0.250000,0,0,0,0.000000,0.000000,0.897270,26.406214,,,,,,,,,,,,,"[0.0,0.2)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,43,P749,330,25,18,0.275026,0.275032,0.270055,-0.004971,-1.807456,0.000006,-0.004977,negative,dependency,True,True,0.268092,0.292669,0.292669,85,14,0,0,0,85,30,19,36,0,0.352941,0.223529,0.423529,14,0,14,0.164706,0.164706,0.724974,49.863533,,,,,,,,,,,,,"[0.2,0.4)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,44,P30,1004,52,54,0.591382,0.586429,0.587103,-0.004279,-0.723561,-0.004954,0.000675,negative,dependency,True,True,0.569460,0.575316,0.575316,1199,4123,0,0,0,1199,129,912,156,2,0.107590,0.760634,0.130108,1725,2398,4123,3.438699,3.438699,0.408618,42.884972,,,,,,,,,,,,,"[0.4,0.6)",Q4
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,45,P466,77,2,4,0.523528,0.523528,0.523528,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.291673,0.291673,0.291673,13,3,0,0,0,13,4,2,7,0,0.307692,0.153846,0.538462,3,0,3,0.230769,0.230769,0.476472,24.486176,,,,,,,,,,,,,"[0.4,0.6)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,46,P4552,258,21,19,0.435228,0.455588,0.447138,0.011910,2.736425,0.020360,-0.008450,neutral,dependency,True,True,0.547523,0.554987,0.554987,124,9,0,0,0,124,6,74,44,0,0.048387,0.596774,0.354839,9,0,9,0.072581,0.072581,0.564772,29.425162,,,,,,,,,,,,,"[0.4,0.6)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,47,P780,168,10,6,0.331142,0.331142,0.331142,0.000000,0.000000,0.000000,0.000000,neutral,dependency,True,True,0.221777,0.221963,0.221963,102,24,0,0,0,102,4,55,43,0,0.039216,0.539216,0.421569,7,17,24,0.235294,0.235294,0.668858,24.980931,,,,,,,,,,,,,"[0.2,0.4)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,48,P361,1138,63,69,0.533335,0.534408,0.528962,-0.004372,-0.819815,0.001073,-0.005445,negative,dependency,True,True,0.566932,0.572191,0.572191,964,1044,0,0,0,964,95,637,231,1,0.098548,0.660788,0.239627,801,243,1044,1.082988,1.082988,0.466665,39.780752,,,,,,,,,,,,,"[0.4,0.6)",Q3
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,49,P123,147,8,7,0.273136,0.276663,0.276469,0.003333,1.220253,0.003527,-0.000194,neutral,dependency,True,True,0.256038,0.260338,0.260338,53,9,0,0,0,53,6,26,21,0,0.113208,0.490566,0.396226,9,0,9,0.169811,0.169811,0.726864,26.521923,,,,,,,,,,,,,"[0.2,0.4)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,50,P2176,113,7,3,0.713889,0.713889,0.713889,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.549620,0.549620,0.549620,122,25,0,0,0,122,2,83,37,0,0.016393,0.680328,0.303279,5,20,25,0.204918,0.204918,0.286111,26.413977,,,,,,,,,,,,,"[0.6,1.0]",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,51,P452,108,1,7,0.302378,0.302378,0.302378,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.500013,0.500013,0.500013,41,8,0,0,0,41,9,7,25,0,0.219512,0.170732,0.609756,8,0,8,0.195122,0.195122,0.697622,25.863797,,,,,,,,,,,,,"[0.2,0.4)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,52,P138,324,16,21,0.112337,0.112337,0.112337,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.205493,0.205493,0.205493,33,4,0,0,0,33,25,5,3,0,0.757576,0.151515,0.090909,3,1,4,0.121212,0.121212,0.887663,27.528860,,,,,,,,,,,,,"[0.0,0.2)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,53,P451,601,42,27,0.842594,0.842594,0.842594,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.626987,,0.626987,5,0,0,0,0,5,3,0,2,0,0.600000,0.000000,0.400000,0,0,0,0.000000,0.000000,0.157406,25.512910,,,,,,,,,,,,,"[0.6,1.0]",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,54,P114,97,5,1,0.538462,0.545455,0.545455,0.006993,1.298701,0.006993,0.000000,neutral,rule_only,True,False,0.544248,0.544248,0.544248,40,12,0,0,0,40,7,8,25,0,0.175000,0.200000,0.625000,12,0,12,0.300000,0.300000,0.461538,24.428842,,,,,,,,,,,,,"[0.4,0.6)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,55,P170,376,23,28,0.772963,0.772963,0.772963,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.640872,0.640872,0.640872,168,49,0,0,0,168,11,102,55,0,0.065476,0.607143,0.327381,15,34,49,0.291667,0.291667,0.227037,27.420431,,,,,,,,,,,,,"[0.6,1.0]",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,56,P1454,163,5,2,0.151329,0.147740,0.148822,-0.002506,-1.656178,-0.003589,0.001082,negative,dependency,True,True,0.383469,0.383635,0.383635,66,20,0,0,0,66,12,18,36,0,0.181818,0.272727,0.545455,17,3,20,0.303030,0.303030,0.848671,24.800914,,,,,,,,,,,,,"[0.0,0.2)",Q2
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,57,P50,138,18,11,0.424815,0.415403,0.419665,-0.005150,-1.212270,-0.009412,0.004262,negative,dependency,True,True,0.394310,0.394587,0.394587,46,1,0,0,0,46,7,26,13,0,0.152174,0.565217,0.282609,1,0,1,0.021739,0.021739,0.575185,26.907181,,,,,,,,,,,,,"[0.4,0.6)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,58,P488,75,2,4,0.062503,0.062503,0.062503,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.266673,0.266673,0.266673,15,2,0,0,0,15,5,8,2,0,0.333333,0.533333,0.133333,2,0,2,0.133333,0.133333,0.937497,24.287326,,,,,,,,,,,,,"[0.0,0.2)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,59,P1995,58,5,4,0.453954,0.453954,0.453954,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.552860,0.552860,0.552860,23,3,0,0,0,23,2,14,7,0,0.086957,0.608696,0.304348,0,3,3,0.130435,0.130435,0.546046,25.443065,,,,,,,,,,,,,"[0.4,0.6)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,60,P84,43,0,2,0.564777,0.564777,0.564777,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000000,,0.000000,14,0,0,0,0,14,2,6,6,0,0.142857,0.428571,0.428571,0,0,0,0.000000,0.000000,0.435223,23.457734,,,,,,,,,,,,,"[0.4,0.6)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,61,P169,16,0,1,0.000013,0.000013,0.000013,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000000,,0.000000,9,0,0,0,0,9,5,1,3,0,0.555556,0.111111,0.333333,0,0,0,0.000000,0.000000,0.999987,24.183844,,,,,,,,,,,,,"[0.0,0.2)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,62,P1056,11,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000000,,0.000000,3,0,0,0,0,3,0,0,3,0,0.000000,0.000000,1.000000,0,0,0,0.000000,0.000000,1.000000,23.605874,,,,,,,,,,,,,"[0.0,0.2)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,63,P149,15,0,2,0.000006,0.000006,0.000006,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000000,,0.000000,2,0,0,0,0,2,0,1,1,0,0.000000,0.500000,0.500000,0,0,0,0.000000,0.000000,0.999994,23.914698,,,,,,,,,,,,,"[0.0,0.2)",Q1
codex-l,tg_rd__pos_auto_sqrt__ri_conf__dn_per_rule_degree__dl1_1e-5,64,P194,11,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.590909,,0.590909,12,0,0,0,0,12,3,4,5,0,0.250000,0.333333,0.416667,0,0,0,0.000000,0.000000,1.000000,23.564523,,,,,,,,,,,,,"[0.0,0.2)",Q1
YAGO3-10,structural_dep_scale,0,isLocatedIn,88672,438,411,0.387986,0.387986,0.406665,0.018678,4.814172,0.000000,0.018678,positive,dependency,True,True,0.395999,0.412172,0.412172,20377,16752,0,0,0,20377,704,15515,4044,114,0.034549,0.761398,0.198459,13955,2797,16752,0.822103,0.822103,0.612014,1225.624038,,,,,,,,,,,,,"[0.2,0.4)",Q3
YAGO3-10,structural_dep_scale,1,playsFor,321024,1533,1492,0.665555,0.665555,0.671608,0.006054,0.909559,0.000000,0.006054,neutral,dependency,True,True,0.652110,0.657864,0.657864,273138,256620,0,0,0,273138,43,230831,41407,857,0.000157,0.845108,0.151597,122710,133910,256620,0.939525,0.939525,0.334445,1851.399376,,,,,,,,,,,,,"[0.6,1.0]",Q3
YAGO3-10,structural_dep_scale,2,isAffiliatedTo,373783,1688,1673,0.739701,0.739701,0.744655,0.004954,0.669796,0.000000,0.004954,neutral,dependency,True,True,0.746757,0.750752,0.750752,330607,313568,0,0,0,330607,120,282966,46517,1004,0.000363,0.855898,0.140702,172286,141282,313568,0.948461,0.948461,0.260299,1399.992785,,,,,,,,,,,,,"[0.6,1.0]",Q3
YAGO3-10,structural_dep_scale,3,diedIn,9248,43,49,0.179998,0.179998,0.200778,0.020780,11.544642,0.000000,0.020780,positive,dependency,True,True,0.282052,0.294210,0.294210,1492,960,0,0,0,1492,164,875,444,9,0.109920,0.586461,0.297587,934,26,960,0.643432,0.643432,0.820002,260.631481,,,,,,,,,,,,,"[0.0,0.2)",Q2
YAGO3-10,structural_dep_scale,4,actedIn,32155,151,173,0.123255,0.123255,0.121466,-0.001789,-1.451621,0.000000,-0.001789,negative,dependency,True,True,0.093482,0.093699,0.093699,7135,1168,0,0,0,7135,64,3506,3563,2,0.008970,0.491381,0.499369,920,248,1168,0.163700,0.163700,0.876745,237.275188,,,,,,,,,,,,,"[0.0,0.2)",Q2
YAGO3-10,structural_dep_scale,5,graduatedFrom,7348,42,42,0.239313,0.239313,0.236386,-0.002927,-1.223116,0.000000,-0.002927,negative,dependency,True,True,0.204572,0.205122,0.205122,1757,349,0,0,0,1757,100,750,897,10,0.056915,0.426864,0.510529,307,42,349,0.198634,0.198634,0.760687,122.399313,,,,,,,,,,,,,"[0.2,0.4)",Q2
YAGO3-10,structural_dep_scale,6,wasBornIn,44978,223,210,0.202588,0.202588,0.206539,0.003950,1.949963,0.000000,0.003950,neutral,dependency,True,True,0.192403,0.198207,0.198207,12145,5673,0,0,0,12145,190,11021,871,63,0.015644,0.907452,0.071717,4900,773,5673,0.467106,0.467106,0.797412,823.558670,,,,,,,,,,,,,"[0.2,0.4)",Q2
YAGO3-10,structural_dep_scale,7,hasGender,66163,311,297,0.495790,0.495790,0.495790,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.481863,0.481863,0.481863,20361,2358,0,0,0,20361,148,20152,59,2,0.007269,0.989735,0.002898,173,2185,2358,0.115810,0.115810,0.504210,57.781689,,,,,,,,,,,,,"[0.4,0.6)",Q1
YAGO3-10,structural_dep_scale,8,happenedIn,5056,22,21,0.405910,0.405910,0.405910,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.393520,0.393520,0.393520,4874,5151,0,0,0,4874,129,2816,1928,1,0.026467,0.577760,0.395568,4921,230,5151,1.056832,1.056832,0.594090,56.103972,,,,,,,,,,,,,"[0.4,0.6)",Q3
YAGO3-10,structural_dep_scale,9,hasMusicalRole,7754,37,36,0.299542,0.299542,0.298884,-0.000658,-0.219591,0.000000,-0.000658,negative,dependency,True,True,0.260088,0.271896,0.271896,3904,902,0,0,0,3904,18,3164,708,14,0.004611,0.810451,0.181352,439,463,902,0.231045,0.231045,0.700458,49.210441,,,,,,,,,,,,,"[0.2,0.4)",Q2
YAGO3-10,structural_dep_scale,10,isConnectedTo,32055,133,150,0.507983,0.507983,0.507983,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.546566,0.546566,0.546566,263030,1052120,0,0,0,263030,59,257217,5666,88,0.000224,0.977900,0.021541,526060,526060,1052120,4.000000,4.000000,0.492017,239.145322,,,,,,,,,,,,,"[0.4,0.6)",Q4
YAGO3-10,structural_dep_scale,11,isMarriedTo,3757,21,17,0.990196,0.990196,0.990196,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,1.000000,1.000000,1.000000,91,23,0,0,0,91,71,12,8,0,0.780220,0.131868,0.087912,21,2,23,0.252747,0.252747,0.009804,67.624802,,,,,,,,,,,,,"[0.6,1.0]",Q2
YAGO3-10,structural_dep_scale,12,participatedIn,5150,21,19,0.333964,0.333964,0.366734,0.032770,9.812399,0.000000,0.032770,positive,dependency,True,True,0.431530,0.435057,0.435057,8616,15765,0,0,0,8616,116,5917,2580,3,0.013463,0.686746,0.299443,13426,2339,15765,1.829735,1.829735,0.666036,58.535376,,,,,,,,,,,,,"[0.2,0.4)",Q3
YAGO3-10,structural_dep_scale,13,hasOfficialLanguage,298,0,2,0.175595,0.175595,0.175595,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,325,580,0,0,0,325,27,179,119,0,0.083077,0.550769,0.366154,493,87,580,1.784615,1.784615,0.824405,13.064653,,,,,,,,,,,,,"[0.0,0.2)",Q3
YAGO3-10,structural_dep_scale,14,hasWonPrize,24068,100,111,0.263690,0.263690,0.268180,0.004489,1.702549,0.000000,0.004489,neutral,dependency,True,True,0.260756,0.262144,0.262144,19845,6966,0,0,0,19845,91,16078,3628,48,0.004586,0.810179,0.182817,4872,2094,6966,0.351020,0.351020,0.736310,182.207516,,,,,,,,,,,,,"[0.2,0.4)",Q2
YAGO3-10,structural_dep_scale,15,influences,10710,44,47,0.140658,0.140658,0.143234,0.002576,1.831667,0.000000,0.002576,neutral,dependency,True,True,0.133078,0.138337,0.138337,6063,2539,0,0,0,6063,82,3254,2724,3,0.013525,0.536698,0.449283,2501,38,2539,0.418770,0.418770,0.859342,96.825160,,,,,,,,,,,,,"[0.0,0.2)",Q2
YAGO3-10,structural_dep_scale,16,worksAt,3389,15,15,0.402777,0.402777,0.402777,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.156565,0.156565,0.156565,1248,165,0,0,0,1248,60,439,748,1,0.048077,0.351763,0.599359,161,4,165,0.132212,0.132212,0.597223,73.188882,,,,,,,,,,,,,"[0.4,0.6)",Q1
YAGO3-10,structural_dep_scale,17,created,6933,24,49,0.318557,0.318557,0.318557,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.377018,0.377018,0.377018,861,165,0,0,0,861,55,470,336,0,0.063879,0.545877,0.390244,116,49,165,0.191638,0.191638,0.681443,80.196942,,,,,,,,,,,,,"[0.2,0.4)",Q2
YAGO3-10,structural_dep_scale,18,edited,3083,9,22,0.276437,0.276437,0.275894,-0.000542,-0.196228,0.000000,-0.000542,negative,dependency,True,True,0.567467,0.581971,0.581971,684,70,0,0,0,684,15,270,399,0,0.021930,0.394737,0.583333,63,7,70,0.102339,0.102339,0.723563,68.047671,,,,,,,,,,,,,"[0.2,0.4)",Q1
YAGO3-10,structural_dep_scale,19,directed,5481,19,30,0.387915,0.387915,0.387915,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.464784,0.464784,0.464784,807,123,0,0,0,807,36,444,327,0,0.044610,0.550186,0.405204,82,41,123,0.152416,0.152416,0.612085,69.429383,,,,,,,,,,,,,"[0.2,0.4)",Q1
YAGO3-10,structural_dep_scale,20,hasAcademicAdvisor,914,2,5,0.116899,0.116899,0.116899,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.013812,0.013812,0.013812,83,3,0,0,0,83,22,18,43,0,0.265060,0.216867,0.518072,3,0,3,0.036145,0.036145,0.883101,26.932782,,,,,,,,,,,,,"[0.0,0.2)",Q1
YAGO3-10,structural_dep_scale,21,imports,393,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.125008,0.125008,0.125008,676,1285,0,0,0,676,42,406,228,0,0.062130,0.600592,0.337278,962,323,1285,1.900888,1.900888,1.000000,14.252775,,,,,,,,,,,,,"[0.0,0.2)",Q3
YAGO3-10,structural_dep_scale,22,isPoliticianOf,2163,13,10,0.722485,0.722485,0.722485,0.000000,0.000000,0.000000,0.000000,neutral,dependency,True,True,0.729305,0.731137,0.731137,720,1488,0,0,0,720,132,375,210,3,0.183333,0.520833,0.291667,1440,48,1488,2.066667,2.066667,0.277515,20.090182,,,,,,,,,,,,,"[0.6,1.0]",Q3
YAGO3-10,structural_dep_scale,23,wroteMusicFor,6047,23,32,0.183876,0.183876,0.185398,0.001522,0.827633,0.000000,0.001522,neutral,dependency,True,True,0.164195,0.164237,0.164237,1030,112,0,0,0,1030,27,426,577,0,0.026214,0.413592,0.560194,101,11,112,0.108738,0.108738,0.816124,38.663297,,,,,,,,,,,,,"[0.0,0.2)",Q1
YAGO3-10,structural_dep_scale,24,isInterestedIn,239,2,2,0.645833,0.645833,0.645833,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.156140,0.156140,0.156140,110,95,0,0,0,110,10,63,37,0,0.090909,0.572727,0.336364,93,2,95,0.863636,0.863636,0.354167,11.159462,,,,,,,,,,,,,"[0.6,1.0]",Q3
YAGO3-10,structural_dep_scale,25,isCitizenOf,3455,12,15,0.383839,0.383839,0.383839,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.446449,0.446449,0.446449,1201,2213,0,0,0,1201,202,699,295,5,0.168193,0.582015,0.245629,2053,160,2213,1.842631,1.842631,0.616161,53.867401,,,,,,,,,,,,,"[0.2,0.4)",Q3
YAGO3-10,structural_dep_scale,26,hasChild,5064,23,24,0.456167,0.456167,0.445634,-0.010533,-2.309049,0.000000,-0.010533,negative,dependency,True,True,0.350861,0.365390,0.365390,487,188,0,0,0,487,159,129,199,0,0.326489,0.264887,0.408624,152,36,188,0.386037,0.386037,0.543833,75.473833,,,,,,,,,,,,,"[0.4,0.6)",Q2
YAGO3-10,structural_dep_scale,27,isLeaderOf,957,5,4,0.062404,0.062404,0.062404,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.101891,0.101891,0.101891,206,57,0,0,0,206,47,92,67,0,0.228155,0.446602,0.325243,49,8,57,0.276699,0.276699,0.937596,28.252997,,,,,,,,,,,,,"[0.0,0.2)",Q2
YAGO3-10,structural_dep_scale,28,dealsWith,1302,11,7,0.264733,0.264733,0.325161,0.060429,22.826267,0.000000,0.060429,positive,dependency,True,True,0.335640,0.377115,0.377115,5173,15381,0,0,0,5173,160,2636,2375,2,0.030930,0.509569,0.459115,9040,6341,15381,2.973323,2.973323,0.735267,18.969877,,,,,,,,,,,,,"[0.2,0.4)",Q4
YAGO3-10,structural_dep_scale,29,livesIn,2980,20,11,0.195339,0.195339,0.195339,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.322892,0.322892,0.322892,825,597,0,0,0,825,164,322,336,3,0.198788,0.390303,0.407273,577,20,597,0.723636,0.723636,0.804661,24.376686,,,,,,,,,,,,,"[0.0,0.2)",Q2
YAGO3-10,structural_dep_scale,30,hasCapital,2566,10,13,0.621489,0.621489,0.626498,0.005009,0.805991,0.000000,0.005009,neutral,dependency,True,True,0.412610,0.446744,0.446744,174,109,0,0,0,174,62,31,81,0,0.356322,0.178161,0.465517,109,0,109,0.626437,0.626437,0.378511,47.147523,,,,,,,,,,,,,"[0.6,1.0]",Q2
YAGO3-10,structural_dep_scale,31,hasNeighbor,555,1,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,1.000000,1.000000,1.000000,1291,1826,0,0,0,1291,139,398,754,0,0.107668,0.308288,0.584043,1745,81,1826,1.414407,1.414407,0.000000,13.576869,,,,,,,,,,,,,"[0.6,1.0]",Q3
YAGO3-10,structural_dep_scale,32,exports,378,0,3,0.132925,0.132925,0.132925,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,743,1173,0,0,0,743,42,340,361,0,0.056528,0.457604,0.485868,1089,84,1173,1.578735,1.578735,0.867075,13.591213,,,,,,,,,,,,,"[0.0,0.2)",Q3
YAGO3-10,structural_dep_scale,33,owns,726,2,5,0.243699,0.243699,0.243699,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.269239,0.269239,0.269239,289,588,0,0,0,289,27,189,73,0,0.093426,0.653979,0.252595,575,13,588,2.034602,2.034602,0.756301,17.003638,,,,,,,,,,,,,"[0.2,0.4)",Q3
YAGO3-10,structural_dep_scale,34,hasCurrency,109,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.833333,0.833333,0.833333,105,27,0,0,0,105,15,36,54,0,0.142857,0.342857,0.514286,25,2,27,0.257143,0.257143,1.000000,11.928104,,,,,,,,,,,,,"[0.0,0.2)",Q2
YAGO3-10,structural_dep_scale,35,hasWebsite,68,0,1,0.500008,0.500008,0.500008,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000000,,0.000000,5,0,0,0,0,5,1,3,1,0,0.200000,0.600000,0.200000,0,0,0,0.000000,0.000000,0.499992,11.255647,,,,,,,,,,,,,"[0.4,0.6)",Q1
YAGO3-10,structural_dep_scale,36,isKnownFor,19,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000000,,0.000000,3,0,0,0,0,3,3,0,0,0,1.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,1.000000,10.455587,,,,,,,,,,,,,"[0.0,0.2)",Q1
hetionet,dep_scale_surprisal_init,0,AdG,81434,10342,10464,0.238215,0.236213,0.243824,0.005609,2.354549,-0.002002,0.007611,neutral,dependency,True,True,0.234405,0.243043,0.243043,236308,153499,0,0,0,236308,245,206032,29995,36,0.001037,0.871879,0.126932,129285,24214,153499,0.649572,0.649572,0.761785,1033.285632,,,,,,,,,,,,,"[0.2,0.4)",Q2
