dataset,feature,sort_direction,full_gain_pt,best_coverage_ge_20,best_n,best_threshold,best_mrr_stage1,best_mrr_stage2,best_delta_mrr,best_gain_pt,gain_lift_vs_full
KG20C,max_stage1_score,desc,0.03344470338122063,0.56,4171,0.1692817250107041,0.22684740998194292,0.23462116498018878,0.007773754998245869,0.03426865221368258,0.0008239488324619515
KG20C,s1_top1,desc,0.03344470338122063,0.56,4171,0.1692817250107041,0.22684740998194292,0.23462116498018878,0.007773754998245869,0.03426865221368258,0.0008239488324619515
KG20C,rule_mass,asc,0.03344470338116867,0.82,6107,71.72111894673935,0.2607600078429878,0.26964421136225597,0.008884203519268163,0.03407042204346622,0.0006257186622975475
KG20C,rule_dominance_ratio,desc,0.0334447033811911,0.96,7150,0.0032334979824327,0.23350413785408491,0.24137018895389906,0.007866051099814142,0.033686988042711086,0.00024228466151998695
KG20C,rule_weight_top10_mean,desc,0.033444703381221075,1.0,7448,0.0022469676777647,0.22638080233585425,0.23395204112117973,0.007571238785325479,0.033444703381221075,0.0
KG20C,rule_weight_top10_sum,desc,0.033444703381221075,1.0,7448,0.0224696767776479,0.22638080233585425,0.23395204112117973,0.007571238785325479,0.033444703381221075,0.0
KG20C,rule_weight_top3_mean,desc,0.033444703381218854,1.0,7448,0.0026635885458146,0.22638080233585928,0.23395204112118442,0.007571238785325146,0.033444703381218854,0.0
KG20C,rule_weight_top3_sum,desc,0.033444703381218854,1.0,7448,0.0079907656374438,0.22638080233585928,0.23395204112118442,0.007571238785325146,0.033444703381218854,0.0
KG20C,topk_rule_weight,desc,0.033444703381218854,1.0,7448,0.0026635885458146,0.22638080233585928,0.23395204112118442,0.007571238785325146,0.033444703381218854,0.0
KG20C,rule_weight_top5_mean,desc,0.03344470338121863,1.0,7448,0.0024969301985934,0.2263808023358557,0.23395204112118068,0.00757123878532498,0.03344470338121863,0.0
KG20C,rule_weight_top5_sum,desc,0.03344470338121863,1.0,7448,0.0124846509929671,0.2263808023358557,0.23395204112118068,0.00757123878532498,0.03344470338121863,0.0
KG20C,rule_weight_max,desc,0.03344470338121308,1.0,7448,0.0029970052402695,0.226380802335864,0.23395204112118798,0.00757123878532398,0.03344470338121308,0.0
KG20C,rule_weight_top1_mean,desc,0.03344470338121308,1.0,7448,0.0029970052402695,0.226380802335864,0.23395204112118798,0.00757123878532398,0.03344470338121308,0.0
KG20C,rule_weight_top1_sum,desc,0.03344470338121308,1.0,7448,0.0029970052402695,0.226380802335864,0.23395204112118798,0.00757123878532398,0.03344470338121308,0.0
KG20C,top1_rule_weight,desc,0.03344470338121308,1.0,7448,0.0029970052402695,0.226380802335864,0.23395204112118798,0.00757123878532398,0.03344470338121308,0.0
KG20C,weak_rule_score,asc,0.03344470338121197,1.0,7448,0.9970029947597304,0.22638080233586627,0.2339520411211901,0.007571238785323842,0.03344470338121197,0.0
KG20C,rule_weight_mean,desc,0.03344470338120509,1.0,7448,0.0016372899346159,0.22638080233585806,0.23395204112118004,0.007571238785321982,0.03344470338120509,0.0
KG20C,pos_dep_ratio,asc,0.03344470338117689,1.0,7448,1.0,0.22638080233587116,0.23395204112118723,0.00757123878531607,0.03344470338117689,0.0
KG20C,dep_rule_ratio,asc,0.033444703381176666,1.0,7448,2.0727633949428075,0.22638080233587066,0.23395204112118664,0.007571238785315987,0.033444703381176666,0.0
KG20C,synergy_weight_mean,asc,0.033444703381176666,1.0,7448,1.99003,0.22638080233587077,0.23395204112118675,0.007571238785315987,0.033444703381176666,0.0
KG20C,synergy_weight_top3_mean,asc,0.033444703381175334,1.0,7448,1.99003,0.22638080233587132,0.233952041121187,0.0075712387853156815,0.033444703381175334,0.0
KG20C,topk_synergy,asc,0.033444703381175334,1.0,7448,1.99003,0.22638080233587132,0.233952041121187,0.0075712387853156815,0.033444703381175334,0.0
KG20C,num_rule_nodes,asc,0.03344470338117511,1.0,7448,758.0,0.22638080233587268,0.23395204112118836,0.0075712387853156815,0.03344470338117511,0.0
KG20C,num_rules,asc,0.03344470338117511,1.0,7448,758.0,0.22638080233587268,0.23395204112118836,0.0075712387853156815,0.03344470338117511,0.0
KG20C,query_num_nodes,asc,0.03344470338117511,1.0,7448,758.0,0.22638080233587268,0.23395204112118836,0.0075712387853156815,0.03344470338117511,0.0
KG20C,synergy_weight_top10_mean,asc,0.03344470338117511,1.0,7448,1.99003,0.2263808023358712,0.23395204112118687,0.007571238785315654,0.03344470338117511,0.0
KG20C,dep_density,asc,0.03344470338117489,1.0,7448,0.0122807017543859,0.22638080233587007,0.23395204112118562,0.007571238785315543,0.03344470338117489,0.0
KG20C,max_negative_dep,asc,0.03344470338117467,1.0,7448,35.0,0.22638080233587046,0.233952041121186,0.007571238785315543,0.03344470338117467,0.0
KG20C,synergy_weight_top5_mean,asc,0.03344470338117467,1.0,7448,1.99003,0.22638080233587138,0.23395204112118695,0.0075712387853155705,0.03344470338117467,0.0
KG20C,avg_negative_dep,asc,0.033444703381174,1.0,7448,5.450980392156863,0.22638080233587063,0.233952041121186,0.007571238785315376,0.033444703381174,0.0
KG20C,syn_rule_ratio,asc,0.033444703381174,1.0,7448,2.0727633949428075,0.22638080233587105,0.23395204112118642,0.007571238785315376,0.033444703381174,0.0
KG20C,sum_negative_dep,asc,0.03344470338117378,1.0,7448,587.0,0.22638080233587068,0.23395204112118603,0.0075712387853153484,0.03344470338117378,0.0
KG20C,synergy_weight_max,asc,0.03344470338117267,1.0,7448,1.99003,0.22638080233587157,0.23395204112118667,0.007571238785315099,0.03344470338117267,0.0
KG20C,synergy_weight_top1_mean,asc,0.03344470338117267,1.0,7448,1.99003,0.22638080233587157,0.23395204112118667,0.007571238785315099,0.03344470338117267,0.0
KG20C,synergy_weight_top1_sum,asc,0.03344470338117267,1.0,7448,1.99003,0.22638080233587157,0.23395204112118667,0.007571238785315099,0.03344470338117267,0.0
KG20C,candidate_dep_coverage,asc,0.033444703381172225,1.0,7448,0.9,0.22638080233587135,0.23395204112118637,0.007571238785315015,0.033444703381172225,0.0
KG20C,dep_candidate_ratio,asc,0.033444703381172225,1.0,7448,0.9,0.22638080233587135,0.23395204112118637,0.007571238785315015,0.033444703381172225,0.0
KG20C,max_candidate_dep_score,asc,0.033444703381172225,1.0,7448,0.225547,0.22638080233587096,0.23395204112118595,0.007571238785314988,0.033444703381172225,0.0
KG20C,abs_dep_mass,asc,0.03344470338117156,1.0,7448,36.58332,0.22638080233587207,0.23395204112118692,0.007571238785314849,0.03344470338117156,0.0
KG20C,synergy_weight_top3_sum,asc,0.03344470338117134,1.0,7448,5.24151,0.22638080233587196,0.23395204112118678,0.007571238785314821,0.03344470338117134,0.0
KG20C,topk_synergy_sum,asc,0.03344470338117134,1.0,7448,5.24151,0.22638080233587196,0.23395204112118678,0.007571238785314821,0.03344470338117134,0.0
KG20C,net_dep_mass,asc,0.03344470338117067,1.0,7448,28.57343,0.22638080233587224,0.23395204112118692,0.007571238785314682,0.03344470338117067,0.0
KG20C,synergy_weight_top5_sum,asc,0.03344470338117045,1.0,7448,8.32203,0.22638080233587216,0.23395204112118678,0.007571238785314627,0.03344470338117045,0.0
KG20C,sum_positive_dep,asc,0.03344470338116978,1.0,7448,312.0,0.2263808023358725,0.23395204112118695,0.00757123878531446,0.03344470338116978,0.0
KG20C,pos_mass,asc,0.03344470338116956,1.0,7448,28.62463,0.22638080233587238,0.23395204112118678,0.007571238785314405,0.03344470338116956,0.0
KG20C,synergy_weight_top10_sum,asc,0.03344470338116956,1.0,7448,14.37213,0.22638080233587238,0.23395204112118678,0.007571238785314405,0.03344470338116956,0.0
KG20C,avg_positive_dep,asc,0.033444703381168894,1.0,7448,2.8623853211009176,0.22638080233587268,0.23395204112118698,0.007571238785314294,0.033444703381168894,0.0
KG20C,num_pos_dep,asc,0.03344470338116845,1.0,7448,102.0,0.22638080233587232,0.2339520411211865,0.007571238785314183,0.03344470338116845,0.0
KG20C,unique_synergy_edges,asc,0.03344470338116845,1.0,7448,102.0,0.22638080233587232,0.2339520411211865,0.007571238785314183,0.03344470338116845,0.0
KG20C,num_dependencies,asc,0.03344470338116823,1.0,7448,106.0,0.22638080233587252,0.23395204112118664,0.007571238785314127,0.03344470338116823,0.0
KG20C,num_dependency_edges,asc,0.03344470338116823,1.0,7448,106.0,0.22638080233587252,0.23395204112118664,0.007571238785314127,0.03344470338116823,0.0
KG20C,query_num_edges,asc,0.03344470338116823,1.0,7448,106.0,0.22638080233587252,0.23395204112118664,0.007571238785314127,0.03344470338116823,0.0
KG20C,max_rules_per_candidate,asc,0.03344470338116756,1.0,7448,65.0,0.2263808023358703,0.2339520411211842,0.007571238785313905,0.03344470338116756,0.0
KG20C,num_candidate_rule_edges,asc,0.033444703381165786,1.0,7448,2716.0,0.22638080233587377,0.23395204112118737,0.0075712387853136,0.033444703381165786,0.0
KG20C,max_positive_dep,asc,0.03344470338116379,1.0,7448,23.0,0.22638080233587363,0.23395204112118678,0.007571238785313156,0.03344470338116379,0.0
KG20C,avg_rules_per_candidate,asc,0.033444703381163565,1.0,7448,26.368932038834952,0.22638080233587324,0.23395204112118634,0.0075712387853131,0.033444703381163565,0.0
WN18RR,rule_dominance_ratio,asc,0.005345182455681163,0.22,1332,0.0103679299620793,0.09849460483373809,0.10121474128481892,0.0027201364510808235,0.0276171111673833,0.022271928711702138
WN18RR,avg_candidate_dep_score,desc,0.00534518245573623,0.22,1332,0.0,0.37069504341804516,0.38005697446922826,0.009361931051183103,0.02525507480450817,0.01990989234877194
WN18RR,net_dep_mass,desc,0.005345182455742448,0.26,1574,0.0,0.3729580781129391,0.381551278291191,0.008593200178251936,0.023040659748492454,0.017695477292750006
WN18RR,max_negative_dep,desc,0.0053451824557413374,0.2,1211,0.0,0.350758871793208,0.3587074389681374,0.007948567174929366,0.0226610581060811,0.017315875650339763
WN18RR,sum_negative_dep,desc,0.0053451824557413374,0.2,1211,0.0,0.35075887179320797,0.3587074389681373,0.00794856717492931,0.0226610581060811,0.017315875650339763
WN18RR,avg_negative_dep,desc,0.0053451824557413374,0.2,1211,0.0,0.350758871793208,0.3587074389681373,0.007948567174929255,0.022661058106080878,0.01731587565033954
WN18RR,neg_dep_ratio,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.377031110134546,0.008286511129266483,0.022472223733229102,0.01712704127748732
WN18RR,neg_mass,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.377031110134546,0.008286511129266483,0.022472223733229102,0.01712704127748732
WN18RR,redundancy_weight_top10_sum,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.377031110134546,0.008286511129266483,0.022472223733229102,0.01712704127748732
WN18RR,redundancy_weight_top3_sum,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.377031110134546,0.008286511129266483,0.022472223733229102,0.01712704127748732
WN18RR,redundancy_weight_top5_mean,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.377031110134546,0.008286511129266483,0.022472223733229102,0.01712704127748732
WN18RR,redundancy_weight_top5_sum,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.377031110134546,0.008286511129266483,0.022472223733229102,0.01712704127748732
WN18RR,num_neg_dep,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052796,0.377031110134546,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,red_rule_ratio,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.3770311101345459,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,redundancy_weight_max,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.3770311101345459,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,redundancy_weight_mean,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.3770311101345459,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,redundancy_weight_top10_mean,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.3770311101345459,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,redundancy_weight_top1_mean,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.3770311101345459,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,redundancy_weight_top1_sum,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.3770311101345459,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,redundancy_weight_top3_mean,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.3770311101345459,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,topk_redundancy,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052795,0.3770311101345459,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,unique_redundancy_edges,desc,0.0053451824557417815,0.26,1574,0.0,0.3687445990052796,0.377031110134546,0.008286511129266372,0.02247222373322888,0.0171270412774871
WN18RR,candidate_rule_coverage,desc,0.0053451824557415595,0.26,1574,1.0,0.36874459900527967,0.37703111013454554,0.008286511129265872,0.022472223733227326,0.017127041277485766
WN18RR,max_candidate_dep_score,desc,0.0053451824557417815,0.26,1574,0.0,0.36874459900527945,0.37703111013454516,0.008286511129265706,0.02247222373322688,0.0171270412774851
WN18RR,synergy_weight_max,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.3770311101345451,0.00828651112926565,0.02247222373322688,0.017127041277485322
WN18RR,synergy_weight_top1_mean,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.3770311101345451,0.00828651112926565,0.02247222373322688,0.017127041277485322
WN18RR,synergy_weight_top1_sum,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.3770311101345451,0.00828651112926565,0.02247222373322688,0.017127041277485322
WN18RR,synergy_weight_top10_mean,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.37703111013454504,0.008286511129265595,0.02247222373322666,0.0171270412774851
WN18RR,synergy_weight_top3_mean,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.37703111013454504,0.008286511129265595,0.02247222373322666,0.0171270412774851
WN18RR,synergy_weight_top3_sum,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052795,0.3770311101345451,0.008286511129265595,0.02247222373322666,0.017127041277485322
WN18RR,topk_synergy,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.37703111013454504,0.008286511129265595,0.02247222373322666,0.0171270412774851
WN18RR,topk_synergy_sum,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052795,0.3770311101345451,0.008286511129265595,0.02247222373322666,0.017127041277485322
WN18RR,abs_dep_mass,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.37703111013454493,0.008286511129265484,0.022472223733226437,0.017127041277484878
WN18RR,dep_density,desc,0.0053451824557415595,0.26,1574,0.0,0.3687445990052794,0.3770311101345449,0.008286511129265484,0.022472223733226437,0.017127041277484878
WN18RR,max_positive_dep,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052795,0.37703111013454504,0.008286511129265539,0.022472223733226437,0.0171270412774851
WN18RR,synergy_weight_mean,desc,0.0053451824557415595,0.26,1574,0.0,0.3687445990052794,0.3770311101345449,0.008286511129265484,0.022472223733226437,0.017127041277484878
WN18RR,synergy_weight_top5_mean,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.37703111013454493,0.008286511129265484,0.022472223733226437,0.017127041277484878
WN18RR,synergy_weight_top5_sum,desc,0.0053451824557415595,0.26,1574,0.0,0.36874459900527945,0.37703111013454493,0.008286511129265484,0.022472223733226437,0.017127041277484878
WN18RR,avg_positive_dep,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052793,0.37703111013454466,0.008286511129265373,0.022472223733225993,0.017127041277484656
WN18RR,dep_rule_ratio,desc,0.005345182455741115,0.26,1574,0.0,0.3687445990052798,0.3770311101345451,0.008286511129265317,0.022472223733225993,0.017127041277484878
WN18RR,num_dependencies,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052794,0.37703111013454477,0.008286511129265373,0.022472223733225993,0.017127041277484656
WN18RR,num_dependency_edges,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052794,0.37703111013454477,0.008286511129265373,0.022472223733225993,0.017127041277484656
WN18RR,num_pos_dep,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052793,0.37703111013454466,0.008286511129265373,0.022472223733225993,0.017127041277484656
WN18RR,pos_mass,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052795,0.3770311101345449,0.008286511129265373,0.022472223733225993,0.017127041277484656
WN18RR,query_num_edges,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052794,0.37703111013454477,0.008286511129265373,0.022472223733225993,0.017127041277484656
WN18RR,sum_positive_dep,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052793,0.3770311101345446,0.008286511129265317,0.022472223733225993,0.017127041277484656
WN18RR,unique_synergy_edges,desc,0.0053451824557413374,0.26,1574,0.0,0.3687445990052793,0.37703111013454466,0.008286511129265373,0.022472223733225993,0.017127041277484656
WN18RR,synergy_weight_top10_sum,desc,0.005345182455741115,0.26,1574,0.0,0.3687445990052796,0.3770311101345448,0.008286511129265206,0.02247222373322555,0.017127041277484434
WN18RR,candidate_dep_coverage,desc,0.005345182455741115,0.26,1574,0.0,0.3687445990052792,0.37703111013454416,0.008286511129264928,0.022472223733224883,0.017127041277483768
WN18RR,dep_candidate_ratio,desc,0.005345182455741115,0.26,1574,0.0,0.3687445990052792,0.37703111013454416,0.008286511129264928,0.022472223733224883,0.017127041277483768
WN18RR,syn_rule_ratio,desc,0.005345182455741115,0.26,1574,0.0,0.3687445990052799,0.3770311101345449,0.008286511129264984,0.022472223733224883,0.017127041277483768
WN18RR,pos_dep_ratio,desc,0.005345182455740671,0.26,1574,0.0,0.36874459900527995,0.3770311101345444,0.008286511129264429,0.02247222373322355,0.01712704127748288
WN18RR,num_candidates,desc,0.005345182455733122,0.3,1817,100.0,0.3836510610201601,0.39115518412232014,0.007504123102160032,0.01955976110741342,0.014214578651680299
WN18RR,s1_norm_margin,asc,0.0053451824556915994,0.36,2180,0.2568969962740443,0.19622553438673504,0.19982195216288473,0.0035964177761496907,0.01832798054233664,0.012982798086645042
WN18RR,num_rule_nodes,asc,0.005345182455684716,0.24,1453,55.0,0.3084333157291779,0.31402001768780125,0.005586701958623319,0.018113159875143836,0.01276797741945912
WN18RR,num_rules,asc,0.005345182455684716,0.24,1453,55.0,0.3084333157291779,0.31402001768780125,0.005586701958623319,0.018113159875143836,0.01276797741945912
WN18RR,query_num_nodes,asc,0.005345182455684716,0.24,1453,55.0,0.3084333157291779,0.31402001768780125,0.005586701958623319,0.018113159875143836,0.01276797741945912
WN18RR,weak_rule_score,desc,0.005345182455684494,0.52,3149,0.4534562936319301,0.19392239043709222,0.19739888108034012,0.003476490643247898,0.017927226636450078,0.012582044180765584
WN18RR,rule_weight_max,asc,0.005345182455684494,0.52,3149,0.5465437063680699,0.19416305032691408,0.19756100673607208,0.003397956409157993,0.01750053062844259,0.012155348172758096
WN18RR,rule_weight_top1_mean,asc,0.005345182455684494,0.52,3149,0.5465437063680699,0.19416305032691408,0.19756100673607208,0.003397956409157993,0.01750053062844259,0.012155348172758096
WN18RR,rule_weight_top1_sum,asc,0.005345182455684494,0.52,3149,0.5465437063680699,0.19416305032691408,0.19756100673607208,0.003397956409157993,0.01750053062844259,0.012155348172758096
WN18RR,top1_rule_weight,asc,0.005345182455684494,0.52,3149,0.5465437063680699,0.19416305032691408,0.19756100673607208,0.003397956409157993,0.01750053062844259,0.012155348172758096
WN18RR,rule_weight_top3_mean,asc,0.005345182455684938,0.6,3633,0.808802350049292,0.23549230542484967,0.2395036247990031,0.004011319374153444,0.01703375983736133,0.01168857738167639
WN18RR,topk_rule_weight,asc,0.005345182455684938,0.6,3633,0.808802350049292,0.23549230542484967,0.2395036247990031,0.004011319374153444,0.01703375983736133,0.01168857738167639
WN18RR,rule_weight_top3_sum,asc,0.005345182455684938,0.6,3633,2.4264070501478763,0.2359851496989301,0.23999252330679544,0.004007373607865322,0.01698146520227195,0.011636282746587012
WN18RR,s1_margin,asc,0.00534518245568516,0.52,3149,0.0288249262514943,0.17852691218435357,0.1815244781306944,0.002997565946340819,0.016790555046655387,0.011445372590970226
WN18RR,stage1_top_margin,asc,0.00534518245568516,0.52,3149,0.0288249262514943,0.17852691218435357,0.1815244781306944,0.002997565946340819,0.016790555046655387,0.011445372590970226
WN18RR,rule_weight_top5_mean,asc,0.0053451824556867145,0.56,3391,0.507873390836891,0.22782335297052972,0.2315261778733917,0.003702824902861973,0.016253052439891613,0.010907869984204899
WN18RR,rule_weight_top5_sum,asc,0.005345182455686492,0.56,3391,2.518336920662075,0.22864692215149757,0.2323447179395097,0.0036977957880121315,0.01617251504291861,0.010827332587232119
WN18RR,max_stage1_score,asc,0.005345182455686048,0.54,3270,0.2468243443876153,0.20715151371311882,0.21043543839924936,0.003283924686130535,0.015852767026739656,0.010507584571053608
WN18RR,s1_top1,asc,0.005345182455686048,0.54,3270,0.2468243443876153,0.20715151371311882,0.21043543839924936,0.003283924686130535,0.015852767026739656,0.010507584571053608
WN18RR,max_stage2_score,asc,0.005345182455686048,0.58,3512,0.3347798540342213,0.22574166624362504,0.22926771395982898,0.003526047716203934,0.01561983560623914,0.010274653150553092
WN18RR,max_rules_per_candidate,asc,0.005345182455686492,0.32,1938,13.0,0.37198956150261614,0.3776767189061793,0.005687157403563181,0.015288486538682644,0.009943304082996152
WN18RR,rule_weight_top10_mean,asc,0.005345182455690711,0.28,1695,0.0719351250571851,0.13190098247441825,0.13384198898336852,0.001941006508950266,0.01471563344364557,0.00937045098795486
WN18RR,rule_weight_top10_sum,asc,0.005345182455690711,0.28,1695,0.7193512505718517,0.13190098247441828,0.1338419889833685,0.0019410065089502104,0.014715633443645126,0.009370450987954415
WN18RR,stage2_top_margin,asc,0.005345182455685382,0.66,3996,0.3475161860232316,0.2580754920379287,0.2618595622993894,0.0037840702614607147,0.014662648636564857,0.009317466180879475
WN18RR,effective_candidates,desc,0.005345182455680719,0.56,3391,99.92531782466934,0.21584581739883404,0.21901008472368666,0.0031642673248526154,0.014659850086442772,0.009314667630762052
WN18RR,s1_entropy,desc,0.005345182455680719,0.56,3391,4.6044230852244965,0.21584581739883404,0.21901008472368666,0.0031642673248526154,0.014659850086442772,0.009314667630762052
WN18RR,avg_stage1_score,asc,0.005345182455679165,0.2,1211,0.0004364469726222,0.12212597554494094,0.12352609127497567,0.0014001157300347344,0.011464520334738326,0.006119337879059161
WN18RR,avg_stage2_score,asc,0.005345182455679165,0.2,1211,0.0004371564621307,0.12136954929255164,0.12275941313054796,0.0013898638379963163,0.011451503660495188,0.006106321204816023
WN18RR,num_candidate_rule_edges,asc,0.005345182455682274,0.2,1211,289.0,0.3886777933217468,0.3930918198798225,0.004414026558075712,0.011356518519754388,0.006011336064072115
WN18RR,rule_weight_mean,asc,0.0053451824556818295,0.2,1211,0.0110719091681714,0.21417552236266893,0.21659798804456284,0.002422465681893915,0.011310656115930406,0.005965473660248577
WN18RR,avg_rules_per_candidate,asc,0.0053451824556820515,0.2,1211,2.9,0.3917346106018469,0.3961514673672825,0.004416856765435628,0.011275125163563438,0.005929942707881386
WN18RR,rule_mass,asc,0.005345182455681163,0.2,1211,3.899600260099197,0.29866574900516746,0.3017379977441034,0.0030722487389359676,0.010286578722767503,0.00494139626708634
WN18RR,rule_weight_mean,desc,0.005345182455709807,0.2,1211,0.0432446924644397,0.5096394207040922,0.5148010773009905,0.0051616565968982675,0.010128056008240405,0.004782873552530598
WN18RR,abs_dep_mass,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,avg_negative_dep,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,avg_positive_dep,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,candidate_dep_coverage,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,candidate_rule_coverage,asc,0.005345182455693598,0.38,2301,1.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,dep_candidate_ratio,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,dep_density,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,dep_rule_ratio,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,max_candidate_dep_score,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,max_negative_dep,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,max_positive_dep,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,neg_dep_ratio,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,neg_mass,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,num_dependencies,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,num_dependency_edges,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,num_neg_dep,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,num_pos_dep,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,pos_dep_ratio,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,pos_mass,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,query_num_edges,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,red_rule_ratio,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,redundancy_weight_max,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,redundancy_weight_mean,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
WN18RR,redundancy_weight_top10_mean,asc,0.005345182455693598,0.38,2301,0.0,0.1859520735290832,0.1871585098783674,0.0012064363492842178,0.006487888660706487,0.0011427062050128889
