dataset,relation,experiment,group,source_dir,valid_source,test_source,valid_mrr,valid_h@1,valid_h@10,test_mrr,test_h@1,test_h@10,num_test_samples
codex-l,28,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.54228,0.46610,0.66525,0.56851,0.49099,0.69820,111
codex-l,29,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.19117,0.12821,0.31731,0.19133,0.12903,0.32903,155
codex-l,30,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.50591,0.40323,0.72581,0.48519,0.39130,0.68478,46
codex-l,31,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.40395,0.34524,0.49524,0.44926,0.39594,0.54315,197
codex-l,32,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.27622,0.17105,0.52632,0.28989,0.19737,0.46053,38
codex-l,33,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.53526,0.48936,0.64894,0.52707,0.48000,0.63000,50
codex-l,34,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.42117,0.33333,0.58333,0.42200,0.34286,0.52857,35
codex-l,35,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.38138,0.28571,0.60204,0.37708,0.29688,0.56250,32
codex-l,36,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.49979,0.48370,0.53261,0.46159,0.43452,0.51190,84
codex-l,37,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.59053,0.49699,0.75000,0.55261,0.45946,0.73243,185
codex-l,38,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.29829,0.25000,0.43056,0.30935,0.25714,0.41429,35
codex-l,39,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.22876,0.17000,0.37000,0.29819,0.23529,0.45098,51
codex-l,40,synergy,stage2,synergy,best_valid_stage2,test_after_stage2,0.30402,0.25000,0.40789,0.29997,0.24359,0.39744,78
codex-l,41,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.53208,0.50000,0.66667,0.52168,0.50000,0.66667,6
codex-l,42,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.07248,0.00000,0.19231,0.10273,0.03333,0.20000,15
codex-l,43,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.29275,0.18000,0.42000,0.27005,0.16667,0.44444,18
codex-l,44,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.57723,0.53846,0.64423,0.59479,0.55556,0.64815,54
codex-l,45,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.29167,0.25000,0.50000,0.52353,0.37500,0.62500,4
codex-l,46,sign_constraint_dependency,stage2,sign_constraint_dependency,best_valid_stage2,test_after_stage2,0.56961,0.47619,0.76190,0.44718,0.34211,0.65789,19
codex-l,47,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.23182,0.05000,0.65000,0.34473,0.16667,0.75000,6
codex-l,48,rd,stage2,structural_rd,best_valid_stage2,test_after_stage2,0.57594,0.46032,0.72222,0.52964,0.44928,0.71739,69
codex-l,49,r3d6,stage2,structural_r3d6,best_valid_stage2,test_after_stage2,0.26552,0.18750,0.50000,0.27309,0.21429,0.50000,7
codex-l,50,pos_auto_ratio,stage2,pos_auto_ratio,best_valid_stage2,test_after_stage2,0.55914,0.42857,0.85714,0.71389,0.66667,0.83333,3
codex-l,51,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.50001,0.50000,0.50000,0.30238,0.21429,0.50000,7
codex-l,52,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.20549,0.15625,0.25000,0.11234,0.07143,0.19048,21
codex-l,53,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.62699,0.59524,0.64286,0.84259,0.83333,0.85185,27
codex-l,54,r2d3,stage2,structural_r2d3,best_valid_stage2,test_after_stage2,0.54513,0.50000,0.60000,0.53846,0.50000,0.50000,1
codex-l,55,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.64087,0.60870,0.67391,0.77296,0.71429,0.87500,28
codex-l,56,init_dep_with_lift,stage2,init_dep_with_lift,best_valid_stage2,test_after_stage2,0.38433,0.30000,0.50000,0.15133,0.00000,0.50000,2
codex-l,57,r3d6,stage2,structural_r3d6,best_valid_stage2,test_after_stage2,0.40151,0.33333,0.58333,0.41509,0.31818,0.59091,11
codex-l,58,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.26667,0.25000,0.25000,0.06250,0.00000,0.12500,4
codex-l,59,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.55286,0.40000,0.70000,0.45395,0.37500,0.62500,4
codex-l,60,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.56478,0.50000,1.00000,2
codex-l,61,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,1
codex-l,62,R,baseline,structural_none,best_valid_stage1,test_after_stage1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
