dataset,aggregation,MRR,h@1,h@10,time
YAGO3-10,eval-noisyor,0.529551,0.449900,0.675400,
YAGO3-10,init_dep_with_lift,0.569127,0.495900,0.701900,3805.560604
YAGO3-10,pos_auto_ratio,0.572212,0.498600,0.705400,3808.727067
YAGO3-10,redundancy,0.574653,0.502300,0.705100,3500.856316
YAGO3-10,structural_dep_scale,0.577961,0.506300,0.707500,3779.375131
YAGO3-10,structural_none,0.575377,0.502500,0.706300,3608.414722
YAGO3-10,structural_none__stage1,0.572480,0.500100,0.703700,3608.414722
YAGO3-10,structural_r2d3,0.576659,0.503500,0.706700,4299.373470
YAGO3-10,structural_r2d3__stage1,0.574017,0.501700,0.703400,4299.373470
YAGO3-10,structural_r3d6,0.568721,0.494700,0.702700,4095.612698
YAGO3-10,structural_r3d6__stage1,0.557344,0.483700,0.691600,4095.612698
YAGO3-10,structural_rd,0.573780,0.499800,0.703300,3816.253201
YAGO3-10,structural_rd__stage1,0.573865,0.501100,0.702800,3816.253201
YAGO3-10,structural_rule_mask,0.574721,0.502800,0.704500,3550.474926
YAGO3-10,structural_surprisal_init,0.575444,0.502200,0.706200,3853.968699
YAGO3-10,synergy,0.575473,0.503100,0.705800,3485.476901
YAGO3-10,ensemble_best_valid_stage2,0.575882,0.501900,0.707041,7046.864037
codex-l,eval-maxplus,0.311458,0.253609,0.425185,
codex-l,eval-noisyor,0.302914,0.241771,0.423993,
codex-l,init_dep_with_lift,0.332621,0.272093,0.447110,5165.039178
codex-l,pos_auto_ratio,0.330024,0.268975,0.446391,5204.320787
codex-l,redundancy,0.332636,0.273155,0.445656,5083.421528
codex-l,sign_constraint_dependency,0.332814,0.273334,0.446081,5301.499017
codex-l,structural_dep_scale,0.333772,0.274233,0.446979,5658.948752
codex-l,structural_none,0.333535,0.273726,0.447632,5381.380346
codex-l,structural_none__stage1,0.330436,0.270885,0.444268,5381.380346
codex-l,structural_r2d3,0.331684,0.271702,0.446310,5454.590078
codex-l,structural_r2d3__stage1,0.329436,0.269579,0.443860,5454.590078
codex-l,structural_r3d6,0.331726,0.272028,0.445885,5388.578173
codex-l,structural_r3d6__stage1,0.329622,0.269791,0.443909,5388.578173
codex-l,structural_rd,0.332875,0.273155,0.447730,5334.221432
codex-l,structural_rd__stage1,0.329303,0.269350,0.444317,5334.221432
codex-l,structural_rule_mask,0.332537,0.273024,0.446326,5442.957179
codex-l,structural_surprisal_init,0.332853,0.272453,0.447485,5476.809858
codex-l,synergy,0.333339,0.273628,0.447306,5292.245408
codex-l,ensemble_best_valid_stage2,0.334734,0.275325,0.448909,11306.506459
codex-m,eval-maxplus,0.319487,0.248909,0.455145,
codex-m,eval-noisyor,0.300655,0.226457,0.447532,
codex-m,init_dep_with_lift,0.338399,0.268354,0.473620,2328.632536
codex-m,pos_auto_ratio,0.340062,0.268015,0.479682,2291.217915
codex-m,redundancy,0.342124,0.273203,0.477403,2261.818197
codex-m,sign_constraint_dependency,0.341891,0.274028,0.475948,2351.321781
codex-m,structural_dep_scale,0.342975,0.274513,0.477209,1404.201737
codex-m,structural_none,0.342474,0.273058,0.479100,2292.779935
codex-m,structural_none__stage1,0.340835,0.272234,0.475027,2292.779935
codex-m,structural_r2d3,0.342941,0.274513,0.478179,2362.441602
codex-m,structural_r2d3__stage1,0.342441,0.274416,0.476627,2362.441602
codex-m,structural_r3d6,0.343299,0.274901,0.478276,2323.243848
codex-m,structural_r3d6__stage1,0.342662,0.274513,0.477354,2323.243848
codex-m,structural_rd,0.342537,0.271215,0.477985,1351.569725
codex-m,structural_rd__stage1,0.341877,0.273737,0.476384,1351.569725
codex-m,structural_rule_mask,0.342114,0.273203,0.475948,1353.195850
codex-m,structural_surprisal_init,0.341896,0.272573,0.478179,1330.098210
codex-m,synergy,0.341465,0.272185,0.478373,2273.788039
codex-m,ensemble_best_valid_stage2,0.345894,0.276951,0.478546,3956.258190
hetionet,eval-maxplus,,,,
hetionet,eval-noisyor,,,,
hetionet,init_dep_with_lift,0.357075,0.294074,0.479204,6929.187433
hetionet,pos_auto_ratio,0.365239,0.302789,0.487279,6649.732398
hetionet,redundancy,0.362197,0.299991,0.483768,5028.357077
hetionet,sign_constraint_dependency,0.362044,0.300184,0.483046,6864.781770
hetionet,structural_dep_scale,0.360300,0.296200,0.490041,2652.293312
hetionet,structural_none,0.362111,0.299507,0.484168,6535.411396
hetionet,structural_none__stage1,0.361201,0.298820,0.483317,6535.411396
hetionet,structural_r2d3,0.369847,0.307010,0.494263,10140.048418
hetionet,structural_r2d3__stage1,0.369368,0.306573,0.494036,10140.048418
hetionet,structural_r3d6,0.368801,0.305848,0.493816,9634.034912
hetionet,structural_r3d6__stage1,0.368395,0.305457,0.493583,9634.034912
hetionet,structural_rd,0.364354,0.301744,0.487217,2024.495947
hetionet,structural_rd__stage1,0.370460,0.307602,0.494585,2024.495947
hetionet,structural_rule_mask,0.361919,0.299093,0.484770,2012.626557
hetionet,structural_surprisal_init,0.365147,0.303453,0.487983,2011.211443
hetionet,synergy,0.362595,0.299933,0.484935,6191.959635
hetionet,ensemble_best_valid_stage2,0.371198,0.306277,0.501026,11550.371833
wikidata5m,eval-maxplus,0.354055,0.313287,0.431780,
wikidata5m,eval-noisyor,0.353522,0.311126,0.433283,
