dataset,selector,coverage,n,mrr_stage1,mrr_stage2,gain_pt
codex-m,balanced1_syn_global_rf,0.72,14828,0.29935385917538726,0.3034296423617545,0.013615268557400917
codex-m,balanced1_syn_global_rf,0.74,15240,0.30473908597133065,0.3086740239265951,0.01291248197690864
codex-m,balanced1_syn_global_rf,0.76,15651,0.3111031171048158,0.31480623259055757,0.0119031770565452
codex-m,balanced1_syn_global_rf,0.78,16063,0.3173302640806289,0.32093563597035907,0.011361575928396483
codex-m,balanced1_syn_global_rf,0.8,16475,0.32387549138263255,0.3274179606149643,0.010937750236082566
codex-m,balanced1_syn_global_rf,0.82,16887,0.3294251463737054,0.33289937355203464,0.01054633265424143
codex-m,balanced1_syn_global_rf,0.84,17299,0.3363579385758641,0.3397584539569491,0.010109811575973904
codex-m,balanced1_syn_global_rf,0.86,17711,0.34140891368060344,0.34470221816395624,0.009646217047612815
codex-m,balanced1_syn_global_rf,0.88,18123,0.3451714752365356,0.3484259501792579,0.00942857442229883
codex-m,balanced1_syn_global_rf,0.9,18535,0.34616157411331694,0.34918720605075204,0.00874051935193898
codex-m,balanced1_syn_global_rf,0.92,18946,0.3442670099846454,0.3472798816488254,0.008751554975640508
codex-m,balanced1_syn_global_rf,0.94,19358,0.3504492693943495,0.35352249776127687,0.00876939584504921
codex-m,balanced1_syn_global_rf,0.96,19770,0.34945972332940917,0.3523664147405596,0.008317672158203226
codex-m,balanced1_syn_global_rf,0.98,20182,0.3447482340698711,0.3475955876125547,0.008259225896735334
codex-m,balanced1_syn_global_rf,1.0,20594,0.3423415349994885,0.3449297847479118,0.0075604315685129375
hetionet,balanced1_syn_global_rf,0.02,9001,0.46679804580014383,0.611525475053421,0.3100429201780359
hetionet,balanced1_syn_global_rf,0.04,18002,0.4630530037053853,0.5728056982820375,0.2370197227928612
hetionet,balanced1_syn_global_rf,0.06,27002,0.49490531452515046,0.5963392610511963,0.20495626850030746
hetionet,balanced1_syn_global_rf,0.08,36003,0.518798034527566,0.6182779070197397,0.19175067342489704
hetionet,balanced1_syn_global_rf,0.1,45004,0.5256292756912192,0.6192625187040801,0.17813551745140188
hetionet,balanced1_syn_global_rf,0.12,54005,0.5383183893123095,0.6297699493555515,0.169883774842003
hetionet,balanced1_syn_global_rf,0.14,63006,0.5459409767487992,0.6362356750451853,0.1653927844619969
hetionet,balanced1_syn_global_rf,0.16,72006,0.553814989620668,0.6422403461242463,0.15966587788485942
hetionet,balanced1_syn_global_rf,0.18,81007,0.5628705656794899,0.6503236943536215,0.15536987365569432
hetionet,balanced1_syn_global_rf,0.2,90008,0.5703291065281929,0.6545608111216438,0.14768964730942957
hetionet,balanced1_syn_global_rf,0.22,99009,0.5777588582240364,0.6596350759152453,0.14171347877363027
hetionet,balanced1_syn_global_rf,0.24,108010,0.5873731897258948,0.6631400373162261,0.1289926896828384
hetionet,balanced1_syn_global_rf,0.26,117010,0.5874522397770582,0.6576866651688268,0.1195576774350593
hetionet,balanced1_syn_global_rf,0.28,126011,0.5863838366221557,0.6521897373207863,0.11222325137354283
hetionet,balanced1_syn_global_rf,0.3,135012,0.5877939706736484,0.6498787804771036,0.1056234206218587
hetionet,balanced1_syn_global_rf,0.32,144013,0.5766090603492156,0.6352668073190614,0.1017287985976505
hetionet,balanced1_syn_global_rf,0.34,153014,0.5691849341856982,0.6244923888325212,0.09716956884311845
hetionet,balanced1_syn_global_rf,0.36,162014,0.5655459615115179,0.6179011534542749,0.09257460136896523
hetionet,balanced1_syn_global_rf,0.38,171015,0.5505146996594753,0.6002543327667006,0.09035114437088065
hetionet,balanced1_syn_global_rf,0.4,180016,0.5409152199842725,0.588165025809454,0.08735159241138613
hetionet,balanced1_syn_global_rf,0.42,189017,0.5375427023554797,0.5825388416490196,0.0837070973084919
hetionet,balanced1_syn_global_rf,0.44,198018,0.5173651805631352,0.5603205883939759,0.08302724930983008
hetionet,balanced1_syn_global_rf,0.46,207018,0.4959174189010469,0.5369959689366901,0.08283344861463693
hetionet,balanced1_syn_global_rf,0.48,216019,0.4761910742264668,0.5155757622582589,0.08270774099613121
hetionet,balanced1_syn_global_rf,0.5,225020,0.4583351063922235,0.4961556505480083,0.08251723166808778
hetionet,balanced1_syn_global_rf,0.52,234021,0.4427626480758956,0.4791444032320051,0.08216988337704834
hetionet,balanced1_syn_global_rf,0.54,243022,0.4283582859463619,0.46338771795734696,0.08177601125094469
hetionet,balanced1_syn_global_rf,0.56,252022,0.4202784963606473,0.45416355923914936,0.08062525961219968
hetionet,balanced1_syn_global_rf,0.58,261023,0.42909283209139354,0.46218650330645944,0.0771247355817335
hetionet,balanced1_syn_global_rf,0.6,270024,0.43725705459219144,0.46928431560895495,0.07324584173177895
hetionet,balanced1_syn_global_rf,0.62,279025,0.4452748318965933,0.47673197493536207,0.07064657776587313
hetionet,balanced1_syn_global_rf,0.64,288026,0.45183201919639904,0.48218114474084406,0.06716904569627924
hetionet,balanced1_syn_global_rf,0.66,297026,0.45835252617936495,0.4878130346646733,0.06427478153306754
hetionet,balanced1_syn_global_rf,0.68,306027,0.4591643245293716,0.4875426298954512,0.06180424708554266
hetionet,balanced1_syn_global_rf,0.7,315028,0.44758799464810695,0.47469301879350595,0.0605579784746213
hetionet,balanced1_syn_global_rf,0.72,324029,0.4365336941603471,0.4626459496718259,0.05981727381137092
hetionet,balanced1_syn_global_rf,0.74,333030,0.4260459236325391,0.45117798505611273,0.05898909021190346
hetionet,balanced1_syn_global_rf,0.76,342030,0.41607411021037266,0.4402152125507781,0.05802115956746112
hetionet,balanced1_syn_global_rf,0.78,351031,0.40647415864834097,0.4295842959791529,0.05685512064939302
hetionet,balanced1_syn_global_rf,0.8,360032,0.39861438335531835,0.42111435602179575,0.056445461092208715
hetionet,balanced1_syn_global_rf,0.82,369033,0.39798263139531903,0.4198851760512029,0.055033920900251276
hetionet,balanced1_syn_global_rf,0.84,378034,0.3926755979532834,0.41404739753614495,0.05442609546978816
hetionet,balanced1_syn_global_rf,0.86,387034,0.3847427984219906,0.4056321950835735,0.05429444487917645
hetionet,balanced1_syn_global_rf,0.88,396035,0.3796142128172044,0.4000783904237824,0.05390782777786063
hetionet,balanced1_syn_global_rf,0.9,405036,0.3764282553663656,0.3963229068384899,0.052851110904949206
hetionet,balanced1_syn_global_rf,0.92,414037,0.3739817622695809,0.3933885646955798,0.0518923765378958
hetionet,balanced1_syn_global_rf,0.94,423038,0.3711233882385441,0.3901029325656728,0.05114079287002338
hetionet,balanced1_syn_global_rf,0.96,432038,0.36753534536373583,0.38621515798361733,0.05082453389998398
hetionet,balanced1_syn_global_rf,0.98,441039,0.3688708474892013,0.3872453637471236,0.049812871857433105
hetionet,balanced1_syn_global_rf,1.0,450040,0.37318845483349955,0.39032189792982713,0.045910967701216165
FB15k-237,balanced1_max_global_rf,0.02,816,0.2640892388798542,0.3024241771660623,0.14515903203329072
FB15k-237,balanced1_max_global_rf,0.04,1633,0.27747450921981726,0.3066165538142496,0.10502602446751541
FB15k-237,balanced1_max_global_rf,0.06,2449,0.29959945794582604,0.3189252664397597,0.0645054855120204
FB15k-237,balanced1_max_global_rf,0.08,3266,0.29855206510191196,0.31754084489111073,0.06360290886856501
FB15k-237,balanced1_max_global_rf,0.1,4082,0.277079869436959,0.29757595688537847,0.0739717666608859
FB15k-237,balanced1_max_global_rf,0.12,4898,0.2770576884685928,0.2988584250730399,0.07868663282707788
FB15k-237,balanced1_max_global_rf,0.14,5715,0.2777665517028926,0.29843946915490593,0.07442551065012926
FB15k-237,balanced1_max_global_rf,0.16,6531,0.27032810699250687,0.29056518087409194,0.07486115338404686
FB15k-237,balanced1_max_global_rf,0.18,7347,0.2661153784635881,0.2864627748603054,0.07646080626453289
FB15k-237,balanced1_max_global_rf,0.2,8164,0.2657876411134532,0.2842447259296562,0.06944297612515582
FB15k-237,balanced1_max_global_rf,0.22,8980,0.270975821863067,0.2878981662054492,0.06244964671030173
FB15k-237,balanced1_max_global_rf,0.24,9797,0.27012247355100616,0.2855397566753158,0.05707515898857052
FB15k-237,balanced1_max_global_rf,0.26,10613,0.26818166488482303,0.28231605585230285,0.052704538819050795
FB15k-237,balanced1_max_global_rf,0.28,11429,0.27087485593240385,0.2846265212917758,0.0507675963944163
FB15k-237,balanced1_max_global_rf,0.3,12246,0.2745676906896257,0.28656860252876365,0.04370839048467601
FB15k-237,balanced1_max_global_rf,0.32,13062,0.2786079792005952,0.2897727980909594,0.04007357909274245
FB15k-237,balanced1_max_global_rf,0.34,13878,0.2797921150978999,0.29018833667145516,0.037156949794377114
FB15k-237,balanced1_max_global_rf,0.36,14695,0.28863332225014743,0.29855657759273696,0.03438014455583005
FB15k-237,balanced1_max_global_rf,0.38,15511,0.2978273789575791,0.30703149433765836,0.030904194947739327
FB15k-237,balanced1_max_global_rf,0.4,16328,0.31442533151836455,0.3231358618813466,0.027703017186683887
FB15k-237,balanced1_max_global_rf,0.42,17144,0.3220744694392281,0.3308962198890028,0.027390405905610926
FB15k-237,balanced1_max_global_rf,0.44,17960,0.3264975975992466,0.335029501245779,0.02613159701409118
FB15k-237,balanced1_max_global_rf,0.46,18777,0.32822432393991763,0.3365182036847071,0.02526893694297838
FB15k-237,balanced1_max_global_rf,0.48,19593,0.3422524784547979,0.35020207907763073,0.02322729891898434
FB15k-237,balanced1_max_global_rf,0.5,20410,0.33661844527593754,0.34421224193507144,0.022559062837180566
FB15k-237,balanced1_max_global_rf,0.52,21226,0.3355597977049244,0.3428033290967693,0.021586410056828598
FB15k-237,balanced1_max_global_rf,0.54,22042,0.329425678145062,0.33650140185820987,0.021478968345728155
FB15k-237,balanced1_max_global_rf,0.56,22859,0.32931267022740307,0.3361307793067812,0.020704059381225548
FB15k-237,balanced1_max_global_rf,0.58,23675,0.33697907759962675,0.343520763715037,0.019412736725401558
FB15k-237,balanced1_max_global_rf,0.6,24491,0.34218782649047863,0.3484914383903843,0.01842149665157966
FB15k-237,balanced1_max_global_rf,0.62,25308,0.3465355550605804,0.3526599960553009,0.01767334088893069
FB15k-237,balanced1_max_global_rf,0.64,26124,0.34845987017927854,0.35439382869986336,0.01702910156492865
FB15k-237,balanced1_max_global_rf,0.66,26941,0.35633408129083805,0.36208748942325514,0.01614610679835926
FB15k-237,balanced1_max_global_rf,0.68,27757,0.3585731009038663,0.3641573704032879,0.015573587325276694
FB15k-237,balanced1_max_global_rf,0.7,28573,0.35293888815701113,0.3583635281839988,0.015369913061477058
FB15k-237,balanced1_max_global_rf,0.72,29390,0.34776187884643067,0.3530473253155042,0.015198464209493112
FB15k-237,balanced1_max_global_rf,0.74,30206,0.35023162101597277,0.3553939099768867,0.014739642713981205
FB15k-237,balanced1_max_global_rf,0.76,31022,0.3587950650121509,0.36382156557154,0.014009391570697582
FB15k-237,balanced1_max_global_rf,0.78,31839,0.35534452070477185,0.3602420394821634,0.013782451936160456
FB15k-237,balanced1_max_global_rf,0.8,32655,0.3505398710032516,0.35530899609461936,0.01360508599982757
FB15k-237,balanced1_max_global_rf,0.82,33472,0.3565140481219021,0.36115762215644714,0.013024939855826423
