coverage,rank,feature,sort_direction,macro_gain_pt,positive_datasets,min_dataset_gain,max_dataset_gain
0.2,115,candidate_rule_coverage,asc,0.012402578450434338,7,0.0011189690560864385,0.026066456154681505
0.2,116,neg_dep_ratio,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,117,redundancy_weight_top1_mean,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,118,num_neg_dep,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,119,redundancy_weight_top3_sum,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,120,redundancy_weight_top5_mean,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,121,redundancy_weight_top3_mean,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,122,topk_redundancy,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,123,redundancy_weight_top5_sum,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,124,redundancy_weight_top10_sum,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,125,unique_redundancy_edges,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,126,redundancy_weight_top1_sum,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,127,redundancy_weight_mean,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,128,redundancy_weight_top10_mean,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,129,neg_mass,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,130,redundancy_weight_max,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,131,red_rule_ratio,asc,0.011158129047484382,7,0.0013615381752032363,0.02195373648656407
0.2,132,effective_candidates,asc,0.011125261474794312,7,0.0011902671264174547,0.02564259436682259
0.2,133,s1_entropy,asc,0.011125261474794312,7,0.0011902671264174547,0.02564259436682259
0.2,134,query_num_nodes,asc,0.010109385757167213,7,0.0006722443169706604,0.019966876727770755
0.2,135,num_rule_nodes,asc,0.010109385757167213,7,0.0006722443169706604,0.019966876727770755
0.2,136,num_rules,asc,0.010109385757167213,7,0.0006722443169706604,0.019966876727770755
0.2,137,net_dep_mass,asc,0.007925518356026728,7,0.0016422171032313138,0.01414485114451769
0.2,138,dep_density,asc,0.007716953100558263,6,-4.565782163112875e-05,0.016199292220878236
0.2,139,candidate_dep_coverage,asc,0.007181036301424669,6,-5.922402433666818e-05,0.016199292220878236
0.2,140,dep_candidate_ratio,asc,0.007181036301424669,6,-5.922402433666818e-05,0.016199292220878236
0.2,141,avg_negative_dep,asc,0.0071690947781877555,7,0.00026820470235522365,0.01859747893918806
0.2,142,sum_negative_dep,asc,0.0070741245574231625,7,0.00026820470235522365,0.01859747893918806
0.2,143,max_negative_dep,asc,0.006887048380653508,7,0.00026820470235522365,0.01859747893918806
0.2,144,abs_dep_mass,asc,0.006744218287510769,6,-4.565782163112875e-05,0.016199292220878236
0.2,145,dep_rule_ratio,asc,0.006701317389100926,6,-4.565782163112875e-05,0.016199292220878236
0.2,146,avg_positive_dep,asc,0.006588948833425455,7,5.0763337748449544e-05,0.01482723256165297
0.2,147,sum_positive_dep,asc,0.006579496467383317,7,5.0763337748449544e-05,0.01482723256165297
0.2,148,max_positive_dep,asc,0.006505919547385394,7,5.0763337748449544e-05,0.01482723256165297
0.2,149,num_dependencies,asc,0.006492755481167678,6,-4.565782163112875e-05,0.016199292220878236
0.2,150,num_dependency_edges,asc,0.006492755481167678,6,-4.565782163112875e-05,0.016199292220878236
0.2,151,query_num_edges,asc,0.006492755481167678,6,-4.565782163112875e-05,0.016199292220878236
0.2,152,pos_dep_ratio,asc,0.006138402695992211,7,0.0001556774181006304,0.014003343859875228
0.2,153,synergy_weight_top10_sum,asc,0.005953250271639383,7,0.0001556774181006304,0.014003343859875228
0.2,154,pos_mass,asc,0.005953250271639383,7,0.0001556774181006304,0.014003343859875228
0.2,155,synergy_weight_top5_sum,asc,0.005953250271639383,7,0.0001556774181006304,0.014003343859875228
0.2,156,synergy_weight_mean,asc,0.0059273148959356915,7,0.0001556774181006304,0.014003343859875228
0.2,157,synergy_weight_top10_mean,asc,0.0059263255982764385,7,0.0001556774181006304,0.014003343859875228
0.2,158,num_pos_dep,asc,0.005926212061205646,7,0.0001556774181006304,0.014003343859875228
0.2,159,unique_synergy_edges,asc,0.005926212061205646,7,0.0001556774181006304,0.014003343859875228
0.2,160,synergy_weight_top5_mean,asc,0.005924974396246714,7,0.0001556774181006304,0.014003343859875228
0.2,161,topk_synergy_sum,asc,0.005910603181898193,7,0.0001556774181006304,0.014003343859875228
0.2,162,synergy_weight_top3_sum,asc,0.005910603181898193,7,0.0001556774181006304,0.014003343859875228
0.2,163,synergy_weight_top3_mean,asc,0.005900859472516633,7,0.0001556774181006304,0.014003343859875228
0.2,164,topk_synergy,asc,0.005900859472516633,7,0.0001556774181006304,0.014003343859875228
0.2,165,syn_rule_ratio,asc,0.0058967738460680786,7,0.0001556774181006304,0.014003343859875228
0.2,166,synergy_weight_max,asc,0.005894262725048767,7,0.0001556774181006304,0.014003343859875228
0.2,167,synergy_weight_top1_mean,asc,0.005894262725048767,7,0.0001556774181006304,0.014003343859875228
0.2,168,synergy_weight_top1_sum,asc,0.005894262725048767,7,0.0001556774181006304,0.014003343859875228
